Partita_IVA;Sede_o_UL;Forma_giuridica;Email;Data_iscrizione;Denominazione;Cap;Comune;Classe_addetti;Telefono;Attivita'_dichiarata;Codice_ateco_principale;Settore_livello_2;Indirizzo_corretto;URL;Keys;Has_contact_form;Available_translations;Facebook;Twitter;Linkedin;Youtube;Pinterest;Instagram
05425160289;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;01/01/2022;PIZZERIA PAPILLON SRL;35012;CAMPOSAMPIERO;;;SOMMINISTRAZIONE AL PUBBLICO DI ALIMENTI E BEVANDE: RISTORANTE, PIZZERIA, BAR;56.10.11;Ristoranti e attività di ristorazione mobile;VIA BORGO RUSTEGA, 65, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05356090281;SEDE;IMPRESA INDIVIDUALE;;16/03/2021;P&P DI PEDINI DESIREE;35012;CAMPOSAMPIERO;3-9;;RISTORAZIONE SENZA SOMMINISTRAZIONE CON PREPARAZIONE DI CIBI DA ASPORTO;56.10.2;Ristoranti e attività di ristorazione mobile;VIA BONORA, 34/A, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05381110286;SEDE;IMPRESA INDIVIDUALE;;24/05/2021;REBESCHINI FABIO;35012;CAMPOSAMPIERO;3-9;;BAR;56.10.11;Ristoranti e attività di ristorazione mobile;PIAZZA VITTORIA, 14, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03687700272;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;24/04/2007;RECOVERY S.R.L.;35012;CAMPOSAMPIERO;;; BAR, PIZZERIA (DAL 24.04.2007);56.3;Bar e altri esercizi simili senza cucina;VIA BORGO RUSTEGA, 85, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05347160284;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;04/02/2021;RISHI ASIAN RESTAURANT DI LAI WEIJIE & C. S.A.S.;35012;CAMPOSAMPIERO;10-49;;BAR, RISTORANTE O ALTRO ESERCIZIO DI SOMMINISTRAZIONE DI ALIMENTI E BEVANDE APERTO AL PUBBLICO;56.10.11;Ristoranti e attività di ristorazione mobile;VIA ANTONIO MEUCCI, 7, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02129650285;SEDE;SOCIETA' IN NOME COLLETTIVO;;21/12/1987;RISTORANTE PIZZERIA LA PERLA SNC DI CAMPAGNOLO MARCO E DAVIDE;35012;CAMPOSAMPIERO;0-2;049/5790846;RISTORANTE, BAR, PIZZERIA (DAL 5.8.1997);56.10.11;Ristoranti e attività di ristorazione mobile;VIA STRAELLE, 10, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04443330263;SEDE;IMPRESA INDIVIDUALE;;12/04/2011;SALVALAJO EMANUELA;35012;CAMPOSAMPIERO;0-2;;BAR, SOMMINISTRAZIONE ALIMENTI E BEVANDE;56.3;Bar e altri esercizi simili senza cucina;VIA GUIZZE SAN PIETRO, 52, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
00851090266;SEDE;IMPRESA INDIVIDUALE;;16/05/1986;SNACK - BAR GARDEN DI LUISETTO ORLANDO;35012;CAMPOSAMPIERO;0-2;049/5793857;BAR E CAFFE' (DAL 10/08/1985);56.3;Bar e altri esercizi simili senza cucina;VIA GIORGIONE, 14, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04023060280;UL;SOCIETA' COOPERATIVA;;01/03/2006;SOCIETA' COOPERATIVA RISTORANDO;35012;CAMPOSAMPIERO;10-49;;CENTRO PREPARAZIONE E COTTURA PASTI (DAL 23.06.2006), SOMMINISTRAZIONE DI ALIMENTI E BEVANDE AL DOMICILIO DEL CONSUMATORE (DAL 20.03.2008);56.29.2;Fornitura di pasti preparati (catering e mense);VIA STRAELLE, 118, 35012 CAMPOSAMPIERO PD;https://www.ristorando.net/;eventi, evento, ristorando, aziendali, privati, matrimoni, crea, copywright, componi, solum, allestimenti, cum, ricette, piatti, bash, panzerotti, pugliesi, fierent, ea, scripta, vis, propriae, veritus, simul, cu, eventi privati, eventi aziendali, crea evento, copywright ristorando, componi evento;True;it;;;;;;
04023060280;UL;SOCIETA' COOPERATIVA;;06/04/2020;SOCIETA' COOPERATIVA RISTORANDO;35010;SANTA GIUSTINA IN COLLE;10-49;;;56.29.2;Fornitura di pasti preparati (catering e mense);VIA DELL'ARTIGIANATO, 19/21, 35010 SANTA GIUSTINA IN COLLE PD;https://www.ristorando.net/;eventi, evento, ristorando, aziendali, privati, matrimoni, crea, copywright, componi, solum, allestimenti, cum, ricette, piatti, bash, panzerotti, pugliesi, fierent, ea, scripta, vis, propriae, veritus, simul, cu, eventi privati, eventi aziendali, crea evento, copywright ristorando, componi evento;True;it;;;;;;
03645060280;SEDE;SOCIETA' IN NOME COLLETTIVO;;19/06/2001;SOCIETA' EUROPA S.N.C. DI OSANNA VINCENZO E OSANNA FABIO;35012;CAMPOSAMPIERO;0-2;;;56.10.2;Ristoranti e attività di ristorazione mobile;PIAZZETTA DANTE, 8, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03645060280;UL;SOCIETA' IN NOME COLLETTIVO;;29/05/2008;SOCIETA' EUROPA S.N.C. DI OSANNA VINCENZO E OSANNA FABIO;35012;CAMPOSAMPIERO;0-2;;PIZZERIA DA ASPORTO (DAL 29/05/2008);56.10.2;Ristoranti e attività di ristorazione mobile;;;;;;;;;;;
00309870285;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;04/11/1994;SO.GE.DAL. S.R.L.;35012;CAMPOSAMPIERO;3-9;;ALBERGO;55.1;Alberghi e strutture simili;VIA BORGO PADOVA, 5, 35012 CAMPOSAMPIERO PD;http://www.hotelsan-paolo.it/it/;hotel, padova, camposampiero, paolo, ristorante, directory, camere, prezzi, offerte, offerta, transfer, viaggi, eseguo, turistici, seo, alberghi, segnalato, hotels, guru, italiani, borgo, hotelable, featured, url, speciale, hotel paolo, camposampiero padova, paolo camposampiero, seo guru, turistici italiani;True;en, it;https://www.facebook.com/pages/Hotel-San-Paolo-Camposampiero/107434939281503?ref=ts&fref=ts;;;;;
00309870285;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;16/11/2001;SO.GE.DAL. S.R.L.;35012;CAMPOSAMPIERO;3-9;;AFFITTACAMERE (DAL 16.11.2001).;55.20.51;Alloggi per vacanze e altre strutture per brevi soggiorni;VIA EUROPA, 2, 35012 CAMPOSAMPIERO PD;http://www.hotelsan-paolo.it/it/;hotel, padova, camposampiero, paolo, directory, ristorante, camere, prezzi, offerte, offerta, transfer, viaggi, eseguo, hotelable, segnalato, turistici, speciale, hotels, url, featured, seo, italiani, guru, borgo, alberghi, hotel paolo, camposampiero padova, paolo camposampiero, hotels alberghi, directory hotels;True;en, it;https://www.facebook.com/pages/Hotel-San-Paolo-Camposampiero/107434939281503?ref=ts&fref=ts;;;;;
00309870285;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;11/04/2018;SO.GE.DAL. S.R.L.;35012;CAMPOSAMPIERO;3-9;;ATTIVITA' DI AFFITTACAMERE AMMOBILIATE AD USO TURISTICO (DAL 24/04/2018);55.20.51;Alloggi per vacanze e altre strutture per brevi soggiorni;VIA PUCCINI, 6, 35012 CAMPOSAMPIERO PD;http://www.hotelsan-paolo.it/it/;hotel, padova, camposampiero, paolo, ristorante, directory, camere, prezzi, offerte, offerta, transfer, viaggi, eseguo, turistici, seo, alberghi, segnalato, hotels, guru, italiani, borgo, hotelable, featured, url, speciale, hotel paolo, camposampiero padova, paolo camposampiero, seo guru, turistici italiani;True;en, it;https://www.facebook.com/pages/Hotel-San-Paolo-Camposampiero/107434939281503?ref=ts&fref=ts;;;;;
04554910275;SEDE;IMPRESA INDIVIDUALE;;07/06/2019;TAJ DI MOHAMMAD ASIF;35012;CAMPOSAMPIERO;0-2;;PREPARAZIONE DI CIBI DA ASPORTO;56.10.2;Ristoranti e attività di ristorazione mobile;VIA BORGO PADOVA, 16, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04547290280;SEDE;IMPRESA INDIVIDUALE;;15/06/2011;TENTORI LUCCA;35012;CAMPOSAMPIERO;0-2;;LOCAZIONE DI UNITA' ABITATIVE AD USO TURISTICO;55.20.51;Alloggi per vacanze e altre strutture per brevi soggiorni;VIA ROSTIROLA, 12, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04759750286;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;25/09/2013;TIGAN S.R.L.;35012;CAMPOSAMPIERO;3-9;;BAR E RISTORANTE;56.10.11;Ristoranti e attività di ristorazione mobile;VIA TENTORI, 60/6, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
09655220011;UL;SOCIETA' IN ACCOMANDITA SEMPLICE;;19/06/2011;TOPKAPI ISTANBUL DI TEKKILIC MEHMET & C. S.A.S.;35012;CAMPOSAMPIERO;0-2;;PREPARAZIONE DI KEBAB E PIZZE DA ASPORTO (DAL 19/06/2011);56.10.2;Ristoranti e attività di ristorazione mobile;VIA CORDENONS, 1, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
01074860287;UL;SOCIETA' IN NOME COLLETTIVO;;14/10/2014;VEDOVATO S.N.C. DI G. VEDOVATO E C.;35010;SAN GIORGIO DELLE PERTICHE;3-9;;ESERCIZIO DI SOMMINISTRAZIONE DI ALIMENTI E BEVANDE - BAR (DAL 14/10/2014);56.3;Bar e altri esercizi simili senza cucina;PIAZZA MUNICIPIO, 10, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
05381340289;SEDE;IMPRESA INDIVIDUALE;;14/05/2021;VIRGI NON SOLO PIZZA DI PALLARO VERGINIO;35012;CAMPOSAMPIERO;0-2;;PRODUZIONE E VENDITA PIZZE PER ASPORTO;56.10.2;Ristoranti e attività di ristorazione mobile;BORGO PADOVA, 75, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05381340289;UL;IMPRESA INDIVIDUALE;;15/06/2021;VIRGI NON SOLO PIZZA DI PALLARO VERGINIO;35012;CAMPOSAMPIERO;0-2;;PRODUZIONE DI CIBI PER ASPORTO E COMMERCIO AL DETTAGLIO DI BEVANDE (NO SOMMINISTRAZIONE) (DAL 15/06/2021);56.10.2;Ristoranti e attività di ristorazione mobile;VIA PALLADIO, 4, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04995630284;SEDE;IMPRESA INDIVIDUALE;;09/09/2016;YOUNG SUSHI DI WU ZONGAI;35012;CAMPOSAMPIERO;10-49;;RISTORAZIONE CON SOMMINISTRAZIONE;56.10.11;Ristoranti e attività di ristorazione mobile;VIA MONTE GRAPPA, 30, 35012 CAMPOSAMPIERO PD;https://www.youngsushi.it/;asporto, sushi, cinese, giapponese, camposampiero, prenota, young, tavolo, ristorante, ordina, youngsushi, dolci, bevande, prenotare, tipica, tipici, cucina, abbinandola, voglia, piatti, propone, eat, particolar, giusto, parti, giapponese cinese, young sushi, ristorante giapponese, prenota tavolo, ordina asporto;False;it;;;;;;
04995630284;UL;IMPRESA INDIVIDUALE;;15/06/2021;YOUNG SUSHI DI WU ZONGAI;35012;CAMPOSAMPIERO;10-49;;RISTORAZIONE CON SOMMINISTRAZIONE (DAL 15/06/2021);56.10.11;Ristoranti e attività di ristorazione mobile;VIA MONTEGRAPPA, 28, 35012 CAMPOSAMPIERO PD;https://www.youngsushi.it/;asporto, sushi, cinese, giapponese, camposampiero, prenota, young, tavolo, ristorante, ordina, youngsushi, dolci, bevande, prenotare, tipica, tipici, cucina, abbinandola, voglia, piatti, propone, eat, particolar, giusto, parti, giapponese cinese, young sushi, ristorante giapponese, prenota tavolo, ordina asporto;False;it;;;;;;
05305660283;SEDE;IMPRESA INDIVIDUALE;;28/07/2020;BAR FREE TIME DI WENG GUOSHUI;35010;LOREGGIA;0-2;;BAR E ALTRI ESERCIZI SIMILI SENZA CUCINA;56.3;Bar e altri esercizi simili senza cucina;PIAZZA BARATELLA, 10, 35010 LOREGGIA PD;;;;;;;;;;
03469730281;SEDE;SOCIETA' IN NOME COLLETTIVO;;16/11/1999;BAR PIZZERIA ALLA ROTONDA S.N.C. DI SALVALAGGIO MICHELE;35010;LOREGGIA;3-9;;BAR - PIZZERIA (DAL 18.11.1999);56.3;Bar e altri esercizi simili senza cucina;VIA VERDI, 58, 35010 LOREGGIA PD;;;;;;;;;;
04475660280;SEDE;SOCIETA' IN NOME COLLETTIVO;;23/04/2010;BIASETTI SNC DI BIASIO MASSIMILIANO E MATTIETTI LUIGI & C.;35010;LOREGGIA;3-9;;BAR ENOTECA CON PREPARAZIONE DI TRAMEZZINI, PANINI, BOCCONCINI, SNACKS, PASTI PR ECOTTI SURGELATI, INSALATONE PRECONFEZIONATE.;56.3;Bar e altri esercizi simili senza cucina;PIAZZA PAPA LUCIANI, 11, 35010 LOREGGIA PD;;;;;;;;;;
04074640287;SEDE;SOCIETA' IN NOME COLLETTIVO;;20/01/2006;CARRIERO & BALBO S.N.C. DI CARRIERO DANIELA & C.;35010;LOREGGIA;0-2;;BAR E CAFFE;56.3;Bar e altri esercizi simili senza cucina;VIA FOSCARI, 1/D, 35010 LOREGGIA PD;;;;;;;;;;
05067130285;SEDE;SOCIETA' IN NOME COLLETTIVO;;16/06/2017;CARTOONS SNC DI ANNA POLI E ALBERTO FAVARATO;35010;LOREGGIA;3-9;;PIZZERIA PER ASPORTO SVOLTA PRESSO L'UNITA' LOCALE;56.10.2;Ristoranti e attività di ristorazione mobile;VIA GUIZZE ALTE, 37, 35010 LOREGGIA PD;;;;;;;;;;
05067130285;UL;SOCIETA' IN NOME COLLETTIVO;;01/07/2017;CARTOONS SNC DI ANNA POLI E ALBERTO FAVARATO;35012;CAMPOSAMPIERO;3-9;;PIZZERIA PER ASPORTO (DAL 01.07.2017);56.10.2;Ristoranti e attività di ristorazione mobile;PIAZZA CASTELLO, 42, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
01350290282;SEDE;IMPRESA INDIVIDUALE;;29/06/1987;CHIARO STEFANO;35010;LOREGGIA;3-9;049/9355512;PRODUZIONE DI PASTICCERIA E PRODOTTI DOLCIARI;56.10.3;Ristoranti e attività di ristorazione mobile;VIA PIO X, 15, 35010 LOREGGIA PD;;;;;;;;;;
05129550280;SEDE;IMPRESA INDIVIDUALE;;09/04/2018;COLOMBO FABRIZIO PIETRO;35010;LOREGGIA;0-2;;BAR E ALTRI ESERCIZI SIMILI SENZA CUCINA;56.3;Bar e altri esercizi simili senza cucina;VIA A. CECCON, 2, 35010 LOREGGIA PD;;;;;;;;;;
04852620261;SEDE;IMPRESA INDIVIDUALE;;11/02/2019;DAMINATO TIZIANA;35010;LOREGGIA;3-9;;PASTICCERIA, GELATERIA, CON PRODUZIONE DI SEMILAVORATI, CONGELATI E PRODOTTI DI PASTICCERIA SEMIFREDDA;56.10.3;Ristoranti e attività di ristorazione mobile;VIA AURELIA, 24, 35010 LOREGGIA PD;;;;;;;;;;
05336330286;SEDE;IMPRESA INDIVIDUALE;;06/01/2021;DANY PIZZA DI BRAGHETTO DANIELE;35010;LOREGGIA;3-9;;RISTORAZIONE SENZA SOMMINISTRAZIONE CON PREPARAZIONE DI CIBI DA ASPORTO;56.10.2;Ristoranti e attività di ristorazione mobile;VIA CADUTI DI NASSIRYA, 7, 35010 LOREGGIA PD;;;;;;;;;;
04351700283;SEDE;IMPRESA INDIVIDUALE;;12/02/2009;DOLCE & GELATO DI GIACOMELLI FRANCA;35010;LOREGGIA;0-2;;GELATERIA E PRODUZIONE DI SEMIFREDDI;56.10.3;Ristoranti e attività di ristorazione mobile;VIA SAN PIO X, 19, 35010 LOREGGIA PD;;;;;;;;;;
05371820282;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;12/04/2021;FARINA DEL MIO SACCO S.R.L.;35010;LOREGGIA;3-9;;PIZZERIA PER ASPORTO;56.10.2;Ristoranti e attività di ristorazione mobile;VIA DANTE, 12, 35010 LOREGGIA PD;;;;;;;;;;
05371820282;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;13/12/2021;FARINA DEL MIO SACCO S.R.L.;35010;BORGORICCO;3-9;;PIZZERIA PER ASPORTO (DAL 23/12/2021);56.10.2;Ristoranti e attività di ristorazione mobile;VIA DESMAN, 391, 35010 BORGORICCO PD;;;;;;;;;;
01149580266;UL;SOCIETA' IN ACCOMANDITA SEMPLICE;;07/01/2021;FRASSON GIORGIA & C. - S.A.S.;35010;LOREGGIA;;; BAR E ALTRI ESERCIZI SIMILI SENZA CUCINA (DAL 07/01/2021);56.3;Bar e altri esercizi simili senza cucina;VIA SAN ROCCO, 4, 35010 LOREGGIA PD;;;;;;;;;;
03745540280;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;06/08/2002;G. & G. S.A.S. DI DANDOLO GIANLUCA E C.;35010;LOREGGIA;0-2;;BAR;56.3;Bar e altri esercizi simili senza cucina;PIAZZETTA NARCISO GANZINA, 10/11, 35010 LOREGGIA PD;;;;;;;;;;
03891900288;SEDE;IMPRESA INDIVIDUALE;;03/11/2004;GELATERIA BARBARA DI LUVISON BARBARA;35010;LOREGGIA;0-2;; GELATERIA (DAL 02.07.2004);56.10.3;Ristoranti e attività di ristorazione mobile;VIA CADUTI DI NASSIRYA, 3, 35010 LOREGGIA PD;;;;;;;;;;
04559960283;SEDE;IMPRESA INDIVIDUALE;;02/05/2011;GELATERIA GIADA DI PIROLLO PLACIDO;35010;LOREGGIA;0-2;;GELATERIA;56.10.3;Ristoranti e attività di ristorazione mobile;PIAZZA PAPA LUCIANI, 5, 35010 LOREGGIA PD;;;;;;;;;;
05002440286;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;10/08/2016;GIGO ONE S.R.L.;35010;LOREGGIA;0-2;;RISTORAZIONE CON SOMMINISTRAZIONE;56.10.11;Ristoranti e attività di ristorazione mobile;VIA AURELIA, 2, 35010 LOREGGIA PD;;;;;;;;;;
03846130270;SEDE;IMPRESA INDIVIDUALE;;16/11/2009;GIUFFE' FRANCESCO;35010;LOREGGIA;0-2;; BAR E CAFFETTERIA (DAL 26.10.2009);56.3;Bar e altri esercizi simili senza cucina;VIA FOSCARI, 1/D, 35010 LOREGGIA PD;;;;;;;;;;
03732830264;UL;SOCIETA' IN ACCOMANDITA SEMPLICE;;18/10/2018;IL CANTINONE DI ALESSANDRINI MARZIO & C. S.A.S.;35010;LOREGGIA;;; BAR - SOMMINISTRAZIONE DI ALIMENTI E BEVANDE (DAL 18/10/2018);56.3;Bar e altri esercizi simili senza cucina;VIA ANTONIO CECCON, 2, 35010 LOREGGIA PD;;;;;;;;;;
04920190289;SEDE;SOCIETA' IN NOME COLLETTIVO;;06/08/2015;KAIROS S.N.C. DI CATTAPAN FRANCO & C.;35010;LOREGGIA;3-9;;RISTORANTE, BAR, PIZZERIA ED ALBERGO;56.10.11;Ristoranti e attività di ristorazione mobile;VIA LOREGGIOLA, 115, 35010 LOREGGIA PD;;;;;;;;;;
01787210283;SEDE;SOCIETA' IN NOME COLLETTIVO;;03/05/1983;LOCANDA AURILIA DI DE MARCHI FERDINANDO & F.LLI SOCIETA' IN NOME COLLETTIVO;35010;LOREGGIA;3-9;049/5890395;BAR E RISTORANTE (DAL 15.10.1983), ALBERGO (DAL 1.1.1991).;56.3;Bar e altri esercizi simili senza cucina;VIA AURELIA, 27, 35010 LOREGGIA PD;https://www.locandaaurilia.com/;locanda, aurilia, ristorante, hotel, prenotazione, eventi, enoteca, degustazione, loreggia, albergo, padova, formaggi, buon, stelle, tavolo, auguri, morso, natale, aurelia, dicono, incontri, vini, pinterest, sezioni, viaggiatori, locanda aurilia, loreggia padova, aurelia loreggia, prenotazione albergo, buon natale;True;it;https://www.facebook.com/Locanda-Aurilia-RistoranteHotelEnoteca-117521868337542/;;;;;https://www.instagram.com/locanda_aurilia/
04281740284;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;10/03/2008;OSTERIA BANO S.R.L.;35010;LOREGGIA;3-9;;BAR, RISTORANTE, PIZZERIA (DAL 06/08/2008);56.10.11;Ristoranti e attività di ristorazione mobile;VIA PIO X, 45, 35010 LOREGGIA PD;;;;;;;;;;
04091110280;SEDE;IMPRESA INDIVIDUALE;;22/03/2006;OSTERIA BOSCALTO DI BELLU' MAURIZIO;35010;LOREGGIA;3-9;049/9355684; OSTERIA, RISTORANTE, SNACK BAR (DAL 22/02/2006);56.10.11;Ristoranti e attività di ristorazione mobile;VIA DEL SANTO, 31, 35010 LOREGGIA PD;;;;;;;;;;
01738240280;SEDE;IMPRESA INDIVIDUALE;;12/04/1983;SQUIZZATO ELISABETTA;35010;LOREGGIA;0-2;049/5790584;ESERCIZIO DI SOMMINISTRAZIONE DI ALIMENTI E BEVANDE: BAR;56.3;Bar e altri esercizi simili senza cucina;VIA VERDI, 15, 35010 LOREGGIA PD;;;;;;;;;;
04348160286;SEDE;IMPRESA INDIVIDUALE;;04/02/2009;STELLIN FABIO;35010;LOREGGIA;3-9;;BAR-CAFFE';56.3;Bar e altri esercizi simili senza cucina;VIA ROMA, 77, 35010 LOREGGIA PD;;;;;;;;;;
04297070262;SEDE;IMPRESA INDIVIDUALE;;12/05/2014;SYMPOSIO DI BAU VANIA;35010;LOREGGIA;10-49;;SOMMINISTRAZIONE DI ALIMENTI E BEVANDE: RISTORANTE;56.10.11;Ristoranti e attività di ristorazione mobile;VIA CARPANE, 65, 35010 LOREGGIA PD;http://www.ristorantesymposio.it/;eventi, location, gestisci, preferenze, symposio, archiviazione, title, tecnica, statistiche, funzionale, abbonato, comunicazione, marketing, legittimo, necessari, ristorante, cena, posted, domenica, loreggia, serata, mercoledi, carpane, uncategorized, trasmissione, archiviazione tecnica, necessari legittimo, ristorante symposio, carpane loreggia, legittimo consentire;;it;https://it-it.facebook.com/symposio.ristorante.pizzeria;;;;;
05168650280;SEDE;IMPRESA INDIVIDUALE;;13/11/2018;VOLPATO ROBERTO;35010;LOREGGIA;3-9;;PIZZERIA PER ASPORTO;56.10.2;Ristoranti e attività di ristorazione mobile;;;;;;;;;;;
04362960272;SEDE;IMPRESA INDIVIDUALE;;07/07/2016;ACQUASANTA BAR BIRRERIA PUB DI FERRO STEFANO;35010;MASSANZAGO;0-2;;BAR, BIRRERIA, PUB;56.3;Bar e altri esercizi simili senza cucina;VIA STRADONA, 77/B, 35010 MASSANZAGO PD;;;;;;;;;;
04447970270;SEDE;IMPRESA INDIVIDUALE;;21/11/2017;BAR 31 DI BERCEA CATALINA IULIA;35010;MASSANZAGO;0-2;;ESERCIZIO DI SOMMINISTRAZIONE DI ALIMENTI E BEVANDE: BAR;56.3;Bar e altri esercizi simili senza cucina;VIALE ROMA, 27, 35010 MASSANZAGO PD;;;;;;;;;;
03397480272;SEDE;IMPRESA INDIVIDUALE;;05/12/2002;BASSO DANIELE;35010;MASSANZAGO;3-9;; PRODUZIONE ARTIGIANALE DI PASTICCERIA FRESCA E GELATERIA (DAL 18.11.2002) BAR (DAL 18.11.2002).;56.10.3;Ristoranti e attività di ristorazione mobile;VIA MARCONI, 18, 35010 MASSANZAGO PD;;;;;;;;;;
03397480272;UL;IMPRESA INDIVIDUALE;;01/01/2018;BASSO DANIELE;35017;PIOMBINO DESE;3-9;049/5743179;COMMERCIO AL DETTAGLIO DI PRODOTTI DI GELATERIA E PASTICCERIA, SOMMINISTRAZIONE DI PRODOTTI DI GELATERIA E PASTICCERIA (DAL 01.01.2018);56.10.3;Ristoranti e attività di ristorazione mobile;VIA ROMA, 63, 35017 PIOMBINO DESE PD;;;;;;;;;;
02705950281;UL;SOCIETA' IN NOME COLLETTIVO;;16/02/2010;CAPPELLETTO S.N.C. DI CAPPELLETTO DIEGO & GIORGIO;35010;MASSANZAGO;0-2;;RISTORANTE E PIZZERIA (DAL 16.02.2010);56.10.11;Ristoranti e attività di ristorazione mobile;VIALE ROMA, 66, 35010 MASSANZAGO PD;;;;;;;;;;
03669200275;UL;SOCIETA' IN ACCOMANDITA SEMPLICE;;04/02/2016;CLAN CAFE' S.A.S. DI MATTIA REBESCHINI;35010;MASSANZAGO;;; CATERING PER EVENTI, BANQUETING (DAL 04/02/2016);56.21;Fornitura di pasti preparati (catering e mense);VIA ZEMINIANELLA, 21/D, 35010 MASSANZAGO PD;;;;;;;;;;
04950520280;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;25/01/2016;ENSAR S.R.L.;35010;MASSANZAGO;0-2;;RISTORAZIONE SENZA SOMMINISTRAZIONE CON PREPARAZIONE DI CIBI DA ASPORTO - ATTIVITA' SVOLTA PRESSO L'UNITA' LOCALE;56.10.2;Ristoranti e attività di ristorazione mobile;VIA STRADONA, 9, 35010 MASSANZAGO PD;;;;;;;;;;
05198190281;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;18/02/2019;FIKO S.R.L.;35010;MASSANZAGO;0-2;;PIZZERIA DA ASPORTO, COMMERCIO AL DETTAGLIO DI BEVANDE ALCOLICHE E NON;56.10.2;Ristoranti e attività di ristorazione mobile;VIA MOLINO BAGLIONI, 8, 35010 MASSANZAGO PD;;;;;;;;;;
05198190281;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;01/09/2019;FIKO S.R.L.;35010;MASSANZAGO;0-2;;PIZZERIA DA ASPORTO (DAL 01/09/2019);56.10.2;Ristoranti e attività di ristorazione mobile;VIA ROMA, 59, 35010 MASSANZAGO PD;;;;;;;;;;
04643190277;SEDE;IMPRESA INDIVIDUALE;;01/02/2021;FIORESE RICCARDO;35010;MASSANZAGO;;;RISTORAZIONE SENZA SOMMINISTRAZIONE CON PREPARAZIONE DI CIBI DA ASPORTO;56.10.2;Ristoranti e attività di ristorazione mobile;VIA MARCONI, 14/A, 35010 MASSANZAGO PD;;;;;;;;;;
04641610276;UL;SOCIETA' IN ACCOMANDITA SEMPLICE;;15/03/2021;FJMAC DI BORTOLAMI ENRICO & C. S.A.S.;35010;MASSANZAGO;;; RISTORAZIONE CON SOMMINISTRAZIONE (DAL 15/03/2021);56.10.11;Ristoranti e attività di ristorazione mobile;VIA ROMA, 17, 35010 MASSANZAGO PD;;;;;;;;;;
04983890288;SEDE;IMPRESA INDIVIDUALE;;31/08/2016;GREGIANIN DINO;35010;MASSANZAGO;0-2;;RISTORAZIONE SENZA SOMMINISTRAZIONE CON PREPARAZIONE DI CIBI DA ASPORTO (ESERCITATA PRESSO L'UNITA' LOCALE DI MORGANO (TV);56.10.2;Ristoranti e attività di ristorazione mobile;VIA A. ZUCCHI, 8, 35010 MASSANZAGO PD;;;;;;;;;;
04710280282;SEDE;IMPRESA INDIVIDUALE;;28/03/2013;ICE DREAM DI BRUGNOLARO FILIPPO;35010;MASSANZAGO;0-2;;LABORATORIO ARTIGIANALE DI PRODUZIONE GELATI DA ASPORTO;56.10.3;Ristoranti e attività di ristorazione mobile;VIA ROMA, 38/C, 35010 MASSANZAGO PD;;;;;;;;;;
04013180270;UL;SOCIETA' IN ACCOMANDITA SEMPLICE;;10/10/2012;IMAGE 2010 S.A.S. DI ROMANO RANGEL MARIA MADDALENA & C.;35010;MASSANZAGO;;; ALBERGO (DAL 10/10/2012);55.1;Alberghi e strutture simili;VIA STRADONA, 73, 35010 MASSANZAGO PD;;;;;;;;;;
05376090287;SEDE;IMPRESA INDIVIDUALE;;09/06/2021;LA FENICE DI BRICHESE NICOLETTA;35010;MASSANZAGO;;;PIZZERIA DA ASPORTO;56.10.2;Ristoranti e attività di ristorazione mobile;VIA PILASTRONI, 36/A, 35010 MASSANZAGO PD;;;;;;;;;;
