Partita_IVA;Sede_o_UL;Forma_giuridica;Email;Data_iscrizione;Denominazione;Cap;Comune;Classe_addetti;Telefono;Attivita'_dichiarata;Codice_ateco_principale;Settore_livello_2;Indirizzo_corretto;URL;Keys;Has_contact_form;Available_translations;Facebook;Twitter;Linkedin;Youtube;Pinterest;Instagram
04261990289;SEDE;IMPRESA INDIVIDUALE;;12/02/2008;DE CHECCHI PIER PAOLO - RAPPRESENTANZE INDUSTRIALI;35010;SAN GIORGIO DELLE PERTICHE;0-2;; AGENTE DI COMMERCIO PER LA VENDITA DI ARTICOLI ELETTRICI (DAL 01/02/2008);46.18.21;Altre attività di commercio all'ingrosso;VIA ANCONETTA, 21/C, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
03369500248;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;23/03/2020;DENTAL - LU S.A.S. DI LUCA MASIERO E C.;35010;SAN GIORGIO DELLE PERTICHE;0-2;;COMMERCIO ALL'INGROSSO DI FORNITURE DENTALI;46.72.2;Altre attività di commercio all'ingrosso;VIA FABIO FILZI, 9, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
01757100282;SEDE;SOCIETA' PER AZIONI;;01/09/2008;D.I.P. DIFFUSIONE ITALIANA PREZIOSI S.P.A.;35010;SANTA GIUSTINA IN COLLE;250+;;COMMERCIO AL DETTAGLIO OGGETTI PREZIOSI, OREFICERIA, GIOIELLERIA, OROLOGERIA, BIGIOTTERIA;47.77;Altre attività di commercio al dettaglio;VIA COMMERCIALE, 29, 35010 SANTA GIUSTINA IN COLLE PD;https://www.bluespirit.com/;cat, bluespirit, collection, url, variation, orologio, bracciale, orologi, bracciali, bs, qty, gender, isoutlet, price, sku, default, unitofficial, cdn, img, isoutofprod, stock, discount, htm, isnew, availability, cat cat, collection cat, isoutofprod list, url bluespirit, unitprice discount;True;it, en;https://www.facebook.com/BluespiritGioielliOfficialPage;;;;;https://instagram.com/bluespiritgioielli/
01757100282;UL;SOCIETA' PER AZIONI;;18/02/2020;D.I.P. DIFFUSIONE ITALIANA PREZIOSI S.P.A.;35010;SAN GIORGIO DELLE PERTICHE;250+;;COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGENTERIA IN ESERCIZI SPECIALIZZATI (DAL 01/09/2020);47.77;Altre attività di commercio al dettaglio;VIA CASELLE, 1/32, 35010 SAN GIORGIO DELLE PERTICHE PD;https://www.bluespirit.com/;cat, bluespirit, collection, url, variation, orologio, bracciale, orologi, bracciali, bs, availability, isoutlet, stock, unitprice, htm, ispromotion, unitofficial, img, isnew, sku, cdn, price, context, isoutofprod, qty, cat cat, collection cat, url bluespirit, unitofficial price, gender ispromotion;True;it;https://www.facebook.com/BluespiritGioielliOfficialPage;;;;;https://instagram.com/bluespiritgioielli/
05143800281;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;09/12/2020;EDAND S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;0-2;;;46.46.3;Altre attività di commercio all'ingrosso;VIA PUGNALIN, 2, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
03813260282;SEDE;SOCIETA' IN NOME COLLETTIVO;;24/04/2003;EMMETI S.N.C. DI MARGOTTI MARCO E GIUSEPPE;35012;CAMPOSAMPIERO;0-2;;;47.64.1;Altre attività di commercio al dettaglio;VIA TITO LIVIO, 29, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03813260282;UL;SOCIETA' IN NOME COLLETTIVO;;03/05/2003;EMMETI S.N.C. DI MARGOTTI MARCO E GIUSEPPE;35010;SAN GIORGIO DELLE PERTICHE;0-2;;COMMERCIO AL DETTAGLIO DI ARTICOLI SPORTIVI (DAL 03/05/2003).;47.64.1;Altre attività di commercio al dettaglio;VIA PUGNALIN VALSECCHI, 10, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
03204610285;SEDE;IMPRESA INDIVIDUALE;;15/10/1996;EMPORIO 72 DI DALLE FRATTE NICOLA;35010;SAN GIORGIO DELLE PERTICHE;0-2;049/5741103;COMMERCIO AL DETTAGLIO DI BIANCHERIA PERSONALE, MAGLIERIA, CAMICIE E DI ABBIGLIAMENTO IN GENERE (GI? DAL 25/10/1996);47.71.3;Altre attività di commercio al dettaglio;VIA GIOVANNI DA CAVINO, 44, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04982170286;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;29/04/2016;ESSEMME S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;0-2;;COMMERCIO ALL'INGROSSO DI BEVANDE ALCOLICHE E NON, COMMERCIO ALL'INGROSSO DI DETERSIVI, PRODOTTI ED ARTICOLI PER LA PULIZIA INDUSTRIALE E DELLA CASA E PER L'IGIENE DELLA PERSONA;46.34.1;Altre attività di commercio all'ingrosso;PIAZZETTA ELSA MINOZZI, 1, 35010 SAN GIORGIO DELLE PERTICHE PD;https://essemmewine.it/;minuti, acquistato, preordinare, esaurito, carrello, prodotto, variante, predefinita, marca, caldo, tipologia, classico, pay, sku, rosso, allegrini, doc, amarone, valpolicella, vino, vini, brut, elementi, firenze, bologna, variante predefinita, tipologia prodotto, valpolicella classico, amarone valpolicella, minuti firenze;True;it;https://www.facebook.com/essemmewine;;;;;https://www.instagram.com/essemmewine22/
04982170286;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;03/07/2020;ESSEMME S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;0-2;;COMMERCIO AL DETTAGLIO DI BEVANDE ALCOLICHE (DAL 03/07/2020), COMMERCIO ELETTRONICO DI BEVANDE ALCOLICHE E NON (DAL 01/12/2020);47.25;Altre attività di commercio al dettaglio;PIAZZETTA E. MINOZZI, 2, 35010 SAN GIORGIO DELLE PERTICHE PD;https://essemmewine.it/;minuti, acquistato, preordinare, esaurito, carrello, prodotto, variante, predefinita, marca, caldo, tipologia, classico, pay, sku, rosso, allegrini, doc, amarone, valpolicella, vino, vini, brut, elementi, firenze, bologna, variante predefinita, tipologia prodotto, valpolicella classico, amarone valpolicella, minuti firenze;True;it;https://www.facebook.com/essemmewine;;;;;https://www.instagram.com/essemmewine22/
02116180304;UL;SOCIETA' PER AZIONI CON SOCIO UNICO;;31/05/2012;EUROBRICO S.P.A.;35010;SAN GIORGIO DELLE PERTICHE;;;COMMERCIO AL DETTAGLIO DI ARTICOLI DI FERRAMENTA, BRICOLAGE, GIARDINAGGIO, ILLUMINOTECNICA E ARREDO (DAL 31/05/2012);47.19.1;Commercio al dettaglio in esercizi non specializzati (supermercati e grandi magazzini);VIA CASELLE, 1/23, 35010 SAN GIORGIO DELLE PERTICHE PD;https://www.eurobrico.com/;casa, piscine, barbecue, legno, mobili, giardino, auto, arredo, esterno, bici, pulizia, abete, bagno, ferramenta, card, terra, illuminazione, vernici, moto, pannelli, listelli, vantaggi, decorazione, abbigliamento, giardinaggio, piscine terra, card vantaggi, arredo giardino, stufe camini, listelli abete;;it, en, es;https://www.facebook.com/EuroBricoFardase;;;https://www.youtube.com/channel/UCpZlzCV29B7bQoVGro8u9CA;;https://www.instagram.com/eurobrico_fardase/
04261660288;SEDE;IMPRESA INDIVIDUALE;;18/07/2008;FACCO ROMINA;35010;SAN GIORGIO DELLE PERTICHE;0-2;; ERBORISTERIA (DAL 19/05/2008);47.75.2;Altre attività di commercio al dettaglio;VIA ROMA, 309, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04920150283;SEDE;IMPRESA INDIVIDUALE;;15/10/2015;FACCO VALTER;35010;SAN GIORGIO DELLE PERTICHE;0-2;;AGENTE / RAPPRESENTANTE DI BEVANDE E PRODOTTI SIMILARI;46.17.05;Altre attività di commercio all'ingrosso;VIA COCCHE, 73, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
02221100288;SEDE;IMPRESA INDIVIDUALE;;10/12/1996;FARMACIA ALLA SALUTE DI RIGONI NICOLETTA;35010;SAN GIORGIO DELLE PERTICHE;0-2;049/5742029;FARMACIA (DAL 24/07/2002);47.73;Altre attività di commercio al dettaglio;VIA ROMA, 287, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04691380283;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;05/12/2012;FARMACIA COMUNALE S.A.S. DI LISSANDRON SUSANNA;35010;SAN GIORGIO DELLE PERTICHE;0-2;;FARMACIA;47.73.1;Altre attività di commercio al dettaglio;VIA G. DA CAVINO, 1, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04580570283;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;FARMACIA.SANGIORGIODP@GMAIL.COM;12/07/2011;FARMACIA SAN GIORGIO S.A.S. DELLA DR.SSA ROLLI SARA & C.;35010;SAN GIORGIO DELLE PERTICHE;3-9;;FARMACIA;47.73.1;Altre attività di commercio al dettaglio;VIA VERDI, 2, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
02645490281;SEDE;IMPRESA INDIVIDUALE;;08/02/1996;FAVARO ROBERTA;35010;SAN GIORGIO DELLE PERTICHE;0-2;049/5741018; COMMERCIO AL DETTAGLIO ARTICOLI DA REGALO, CHINCAGLIERIA E BIGIOTTERIA (DAL 22.1.1996).;47.78.36;Altre attività di commercio al dettaglio;VIA G. DA CAVINO, 50/B, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
01311310286;SEDE;SOCIETA' IN NOME COLLETTIVO;;28/10/1987;FAVARO S.N.C DI DEMO DANIELA & C.;35010;SAN GIORGIO DELLE PERTICHE;3-9;049/5741059;COMMERCIO AL MINUTO DI ALIMENTARI, PRODOTTI TESSILI E DI ARREDAMENTO, CARTOLE- RIA, LIBRERIA, ARTICOLI PER LA PULIZIA DELLA CASA E L'IGIENE DELLA PERSONA, DROGHERIA, PROFUMERIA, CHINCAGLIERIA, GIOCATTOLI, ARTICOLI DI FINTA PELLETTERIA, ARTICOLI PER PUERICOLTURA, FERRAMENTA, ARTICOLI PER DI TABACCHERIA (DAL 15.9.1988);47.11.4;Commercio al dettaglio in esercizi non specializzati (supermercati e grandi magazzini);VIA G. DA CAVINO, 27, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04410720272;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;17/12/2020;FCT JEWELS FACTORY S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;;; COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGENTERIA IN ESERCIZI SPECIALIZZATI (DAL 17/12/2020);47.77;Altre attività di commercio al dettaglio;VIA CASELLE, 1, 35010 SAN GIORGIO DELLE PERTICHE PD;https://www.fctgioielli.it/;mestre, gioielli, laboratorio, diamanti, scrivi, diapositiva, pulsante, didascalia, button, gioielleria, creazione, chiami, fashion, sposa, bonaventura, fct, barcella, jewels, legali, designed, artigianale, factory, richiedere, gioiello, perle, scrivi didascalia, jewels factory, fct jewels, creazione gioielli, laboratorio artigianale;True;it;https://www.facebook.com/fctgioielli/;;;;;
00996760286;SEDE;IMPRESA INDIVIDUALE;;04/03/1983;FIORERIA BOMBONIERE CARTOLERIA EMANUELA DI FAVARO EMANUELA;35010;SAN GIORGIO DELLE PERTICHE;0-2;049/5747321; COMMERCIO AL MINUTO CARTOLERIA, FIORI E PIANTE, LIBRERIA, GIOCATTOLI E CHINCA- GLIERIA (DAL 21/2/1983);47.62.2;Altre attività di commercio al dettaglio;VIA ROMA, 86, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
05174710284;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;28/11/2018;F.LLI ZOCCARATO S.A.S. DI ZOCCARATO MAURO & C.;35010;SAN GIORGIO DELLE PERTICHE;;;COMMERCIO ALL'INGROSSO DI MATERIALI DA COSTRUZIONE: SABBIA, GHIAIA, MALTE, LATERIZI, ARTICOLI PER ARREDO URBANO, COMMERCIO ALL'INGROSSO DI PIETRE DA COSTRUZIONE, MARMI GREZZI, PIETRE DA TAGLIO, ARDESIA ECCETERA;46.73.29;Altre attività di commercio all'ingrosso;VIA ROMA, 211, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
00215180282;UL;SOCIETA' A RESPONSABILITA' LIMITATA;INFO@FORPEN.IT;04/06/2012;FORPEN S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;50-249;;COMMERCIO AL DETTAGLIO DI ABBIGLIAMENTO E DI CONFEZIONI PER ADULTI PER UOMO E DONNA (DAL 04/06/2012);47.71.1;Altre attività di commercio al dettaglio;VIA CASELLE, 1/10, 35010 SAN GIORGIO DELLE PERTICHE PD;https://www.forpen.it/;partire, price, special, ordini, abbigliamento, shirt, donna, store, jeans, cappotti, giubbotti, felpe, pantaloni, camicie, forpen, maglieria, scarpe, borse, cinture, sciarpe, prodotto, superiori, gratuita, guida, bianco, special price, cappotti giubbotti, maglieria felpe, pantaloni jeans, ordini superiori;True;it;https://www.facebook.com/forpen.official/;;https://it.linkedin.com/company/forpen-srl;;;https://www.instagram.com/forpen_ufficiale/
04508570282;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;15/10/2010;FOTOSFERA S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;;;GESTIONE DI IMPIANTO PER PRODUZIONE DI ENERGIA ELETTRICA;35.11;Fornitura di servizi di rete (elettricità, acqua, gas, rifiuti);VIA MONTE GRAPPA, 28, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
00564840288;SEDE;IMPRESA INDIVIDUALE;;22/07/1974;FRANCATO NERINA;35010;SAN GIORGIO DELLE PERTICHE;0-2;049/5742254;ATTIVITA': DEMOLIZIONI AUTO E RECUPERO MATERIALE FERROSO;46.77.1;Altre attività di commercio all'ingrosso;VIA SIGNORIA, 73, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
00565350287;SEDE;IMPRESA INDIVIDUALE;;02/07/1996;FRANCO RENATO;35010;SAN GIORGIO DELLE PERTICHE;0-2;049/5742829; COMMERCIO AL MINUTO CARNI (17.05.1996);47.22;Altre attività di commercio al dettaglio;VIA ROMA, 338, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
02314700283;SEDE;IMPRESA INDIVIDUALE;;09/08/2006;FRANCO VALTER;35010;SAN GIORGIO DELLE PERTICHE;0-2;049/9303028;TABACCHERIA E RIVENDITA GENERI DI MONOPOLIO;47.26;Altre attività di commercio al dettaglio;VIA ROMA, 310, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
02477160283;SEDE;IMPRESA INDIVIDUALE;;21/01/1992;FRANZON MARINO;35010;SAN GIORGIO DELLE PERTICHE;0-2;049/5742213;ATTIVITA': COMMERCIO AL MINUTO DI CARBURANTI, GOMMISTA PER AUTO E MOTO (DAL 30.12.1991);47.3;Altre attività di commercio al dettaglio;VIA PIOVEGO, 59/BIS, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
01514000288;SEDE;SOCIETA' IN NOME COLLETTIVO;;14/08/1981;FRATELLI CARRARO DI CARRARO GALDINO E C. S.N.C.;35010;SAN GIORGIO DELLE PERTICHE;0-2;049/9370112;COMMERCIO ALL'INGROSSO DI ROTTAMI IN GENERE, MATERIALI DA RECUPERO E MATERIALE FERROSO, COMMERCIO AL MINUTO DI ROTTAMI E MATERIALI DA RECUPERO (DAL 17/01/1981), COMMERCIO AL MINUTO DI AUTO, MOTO, CICLI E RELATIVI RICAMBI ED ACCESSORI (DAL 18/05/1998), DEMOLIZIONE, ROTTAMAZIONE DI VEICOLI A MOTORE E LORO PARTI, AUTODEMOLIZIONI (DAL 25/03/2004);46.77;Altre attività di commercio all'ingrosso;STRADA DEL SANTO, 127, 35010 SAN GIORGIO DELLE PERTICHE PD;https://www.autodemolizionicarraro.com/;ricambi, interno, alimentazione, cilindrata, auto, citroen, carraro, audi, romeo, alfa, volkswagen, bmw, fiat, opel, mercedes, ford, peugeot, renault, rover, chrysler, land, jaguar, volvo, toyota, skoda, alfa romeo, land rover, rottama auto, corriere espresso, auto usate;True;it;https://www.facebook.com/autodemolizionicarraro/;;;;;
05018410281;UL;SOCIETA' A RESPONSABILITA' LIMITATA;AMMINISTRAZIONERESTYLING@GMAIL.COM;29/07/2017;FRIKY FRIKY GROUP S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;10-49;;COMMERCIO AL DETTAGLIO DI ALTRI PRODOTTI NON ALIMENTARI NCA ULTERIORI SPECIFICHE: COMMERCIO AL DETTAGLIO DI OGGETTISTICA, ARTICOLI PER IL MAKE-UP, CANCELLERIA, ARTICOLI DA REGALO, ARTICOLI PER LA CASA, BIGIOTTERIA (DAL 29/07/2017);47.78.99;Altre attività di commercio al dettaglio;VIA CASELLE, 1/41, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04505780280;SEDE;IMPRESA INDIVIDUALE;;11/10/2010;FRUTTO' DI TOSATO MATTEO;35010;SAN GIORGIO DELLE PERTICHE;0-2;;COMMERCIO IN FORMA ITINERANTE DI PRODOTTI ORTOFRUTTICOLI (DAL 07.11.2011);47.81.01;Altre attività di commercio al dettaglio;VIA RAFFAELLO, 1, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04313520282;UL;IMPRESA INDIVIDUALE;;27/07/2020;FUMISTERIA VENETA DI SALVIATO DANIELE;35010;SAN GIORGIO DELLE PERTICHE;0-2;;COMMERCIO AL DETTAGLIO DI STUFE, CAMINETTI ED ACCESSORI (DAL 27/07/2020);47.59.99;Altre attività di commercio al dettaglio;VIA MARGARISE, 1, 35010 SAN GIORGIO DELLE PERTICHE PD;https://www.fumisteriaveneta.com/;caminetti, legna, stufe, pellet, gas, fumisteria, veneta, spazzacamino, tecnico, prodotti, padova, toggle, installazione, vasta, giorgio, arsego, pertiche, margarise, acciaio, credito, cessione, dandovi, moderne, moderni, trattamento, legna pellet, fumisteria veneta, tecnico spazzacamino, caminetti stufe, arsego giorgio;True;it;;;;;;
01420440289;SEDE;IMPRESA INDIVIDUALE;@TIN.IT;09/03/1993;FUNGENZI MARCO;35010;SAN GIORGIO DELLE PERTICHE;0-2;049/5747857;DISTRIBUTORE CARBURANTI E LUBRIFICANTI (DAL 13.02.1993), AUTOOFFICINA MECCANICA E MOTORISTICA   (DAL 07.04.1993), COMMERCIO AL MINUTO DI ARTICOLI PER IMPIANTI DI DISTRIBUZIONE AUTOMATICA DI CARBURANTI (DAL 14.01.1994).;47.3;Altre attività di commercio al dettaglio;VIA DEL SANTO, 39, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
03561810288;UL;IMPRESA INDIVIDUALE;;31/05/2012;FUSARO ANDREA;35010;SAN GIORGIO DELLE PERTICHE;3-9;;COMMERCIO AL MINUTO DI ABBIGLIAMENTO E ACCESSORI (DAL 31/05/2012);47.71;Altre attività di commercio al dettaglio;VIA CASELLE, 1/18, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04482530286;SEDE;IMPRESA INDIVIDUALE;;23/08/2010;GALLINA DEBBIE;35010;SAN GIORGIO DELLE PERTICHE;0-2;;AGENTE E RAPPRESENTANTE DI COMMERCIO DI PRODOTTI PER PANIFICI, PANETTERIE E PASTICCERIE (DAL 15.09.2010);46.17;Altre attività di commercio all'ingrosso;VIA PIETRO QUERINI, 10/B, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
02344510280;SEDE;IMPRESA INDIVIDUALE;;19/01/1990;GALLO BRUNO;35010;SAN GIORGIO DELLE PERTICHE;0-2;049/5742528;COMMERCIO AMBULANTE DI FRUTTA E VERDURA;47.81.01;Altre attività di commercio al dettaglio;VIA FABIO FILZI, 17, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
01146150287;SEDE;IMPRESA INDIVIDUALE;;29/06/1984;GALLO FRANCO;35010;SAN GIORGIO DELLE PERTICHE;0-2;;COMMERCIO AMBULANTE DI PRODOTTI ORTOFRUTTICOLI FRESCHI E/O CONSERVATI, PRODOTTI ALIMENTARI PRECONFEZIONATI COMUNQUE CONSERVATI, OLII E GRASSI ALIMENTARI DI ORI- GINE VEGETALE, UOVA, SURGELATI, MANGIMI (DAL 22.6.1984).;47.81.01;Altre attività di commercio al dettaglio;VIA ROMA, 308, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
01146150287;UL;IMPRESA INDIVIDUALE;;01/06/2003;GALLO FRANCO;35010;SAN GIORGIO DELLE PERTICHE;0-2;;MAGAZZINO E DEPOSITO FRUTTA E VERDURA (DAL 01/06/2003);47.81.01;Altre attività di commercio al dettaglio;VIA MARGARISE, 57, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
05106700288;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;12/01/2018;GARDEN CAVINATO S.A.S. DI CAVINATO SILVIA E CAVINATO NADIA & C.;35010;SAN GIORGIO DELLE PERTICHE;0-2;;COMMERCIO AL DETTAGLIO DI MATERIALI PER CONFEZIONI, ALLESTIMENTI, ADDOBBI, PRODOTTI PER L'ARREDO DELLA CASA E ARTICOLI DA REGALO, CANDELE E PROFUMATORI D'AMBIENTE;47.78.99;Altre attività di commercio al dettaglio;VIA PIOVEGO, 119, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
05337650286;SEDE;IMPRESA INDIVIDUALE;;14/01/2021;GASPARINI ARIANNA;35010;SAN GIORGIO DELLE PERTICHE;0-2;349/4354176;COMMERCIO AL DETTAGLIO FILATI E MERCERIE;47.51.2;Altre attività di commercio al dettaglio;VIA ROMA, 384, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
01325030284;SEDE;IMPRESA INDIVIDUALE;;23/12/1986;GEDAX DI GELENDI FRANCO;35010;SAN GIORGIO DELLE PERTICHE;0-2;049/5747650;INGROSSO ABRASIVI, UTENSILI ELETTRICI, PRODOTTI PER LAVORAZIONE DEI MARMI E DEI CEMENTI (DAL 23.12.1986);46.62;Commercio all'ingrosso di macchinari e attrezzature;VIA G. MARCONI, 11, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
03349910285;SEDE;IMPRESA INDIVIDUALE;;12/10/1998;GEREMIA DENIS;35010;SAN GIORGIO DELLE PERTICHE;0-2;049/5447672; COMMERCIO AMBULANTE DI ARTICOLI DI ABBIGLIAMENTO (DAL 06.10.98);47.82.01;Altre attività di commercio al dettaglio;VIA MENELE, 27, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04078660281;SEDE;IMPRESA INDIVIDUALE;;14/02/2006;GIACOMAZZI ANDREA;35010;SAN GIORGIO DELLE PERTICHE;0-2;049/5742473; AGENTE DI COMMERCIO PER LA VENDITA DI MACCHINE PER LA PULIZIA INDUSTRIALE (DAL 20/01/2006);46.14.01;Altre attività di commercio all'ingrosso;VIA BOSCO ARSEGO, 14 A, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
03804890287;SEDE;IMPRESA INDIVIDUALE;;08/04/2003;GIACOMAZZO ROBERTO;35010;SAN GIORGIO DELLE PERTICHE;0-2;; AGENTE DI COMMERCIO DI PRODOTTI AGRICOLI E ZOOTECNIA IN GENERE (DAL 01/03/2003);46.11;Altre attività di commercio all'ingrosso;VIA BOSCO SAN GIORGIO, 20, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04866910286;SEDE;IMPRESA INDIVIDUALE;;19/01/2015;GIACOMETTI LUCA;35010;SAN GIORGIO DELLE PERTICHE;0-2;;COMMERCIO ALL'INGROSSO DI MATERIALI PER SALDATURA, BOMBOLE DI GAS: ACETILENE, AZOTO,OSSIGENO,GPL. (DAL 08.01.2015);46.49.9;Altre attività di commercio all'ingrosso;VIA DEL SANTO, 73, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
05425450284;SEDE;IMPRESA INDIVIDUALE;;07/01/2022;GINO SPORT DI MILAN SABINA;35010;SAN GIORGIO DELLE PERTICHE;;;COMMERCIO AL DETTAGLIO DI ARTICOLI SPORTIVI, BICICLETTE E ARTICOLI PER IL TEMPO LIBERO;47.64.1;Altre attività di commercio al dettaglio;VIA ROMA, 300, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
05297400284;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;19/06/2020;GR FORNITURE SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;35010;SAN GIORGIO DELLE PERTICHE;;;COMMERCIO AL DETTAGLIO E ALL' INGROSSO DI RICAMBI AUTO E MOTO VIA INTERNET;47.91.1;Altre attività di commercio al dettaglio;VIA FASOLATI, 36, 35010 SAN GIORGIO DELLE PERTICHE PD;https://xricambi.it/;wrangler, cherokee, jk, jeep, cj, grand, ricambi, motore, tj, yj, jl, supporto, paraurti, assale, xj, anteriore, zj, wj, wh, acciaio, kj, ammortizzatore, chrysler, tubo, gomma, grand cherokee, ricambi jeep, jeep cj, wrangler jk, wrangler tj;True;it;;;;;;
04915130282;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;11/12/2018;GREENFARMA S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;10-49;;PARAFARMACIA CON ANNESSA ERBORISTERIA (DAL 11/12/2018);47.73.2;Altre attività di commercio al dettaglio;VIA CASELLE, 1, 35010 SAN GIORGIO DELLE PERTICHE PD;https://www.green-farma.it/;quick, carrello, crema, defence, compresse, greenfarma, color, pezzi, bustine, gel, parafarmacia, capsule, prodotti, spray, bionike, corpo, olio, esi, padova, necessari, strettamente, viso, shampoo, cpr, mani, defence color, parafarmacia greenfarma, strettamente necessari, color bionike, giorgio pertiche;True;it;//www.facebook.com/greenfarmasrl/;;;;;//www.instagram.com/greenfarmasrl
04738250283;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;24/05/2013;GRUPPO COMMERCIO S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;3-9;;COMMERCIO ALL'INGROSSO DI METALLI FERROSI (COILS, NASTRI, LAMIERE TAGLIATE) (DAL 24/07/2013);46.72.1;Altre attività di commercio all'ingrosso;VIA EUROPA, 6, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04278200276;UL;SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;28/06/2016;I LOVE BIJOUX SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;35010;SAN GIORGIO DELLE PERTICHE;;; MAGAZZINO (28/06/2016);46.49.9;Altre attività di commercio all'ingrosso;VIA GIOVANNI XXIII, 16/B, 35010 SAN GIORGIO DELLE PERTICHE PD;https://www.viaromabijoux.net/;confronto, carrello, bijoux, bracciale, donna, trova, ordini, bracciali, mostra, anelli, collane, collezione, seleziona, categoria, confezione, orecchini, occhiali, gratuita, superiori, prodotto, anello, foulard, groum, cavigliere, borse, seleziona categoria, ordini superiori, ricerca avanzata, collezione donna, bijoux srls;True;it;https://it-it.facebook.com/viaromabijoux;;;;;https://www.instagram.com/viaromabijoux/
04074670276;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;25/11/2019;IDEA SERVICE DUE SRL;35010;SAN GIORGIO DELLE PERTICHE;;;COMMERCIO AL DETTAGLIO DI PRODOTTI DI TELEFONIA E RELATIVI SERVIZI (DAL 29/11/2019);47.42;Commercio al dettaglio di apparecchiature ICT;VIA CASELLE, 1, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
