Partita_IVA;Sede_o_UL;Forma_giuridica;Email;Data_iscrizione;Denominazione;Cap;Comune;Classe_addetti;Telefono;Attivita'_dichiarata;Codice_ateco_principale;Settore_livello_2;Indirizzo_corretto;URL;Keys;Has_contact_form;Available_translations;Facebook;Twitter;Linkedin;Youtube;Pinterest;Instagram
03383500281;SEDE;ENTE ECCLESIASTICO CIVILMENTE RICONOSCIUTO;;27/07/2004;PARROCCHIA DI SAN GIORGIO;35010;SAN GIORGIO DELLE PERTICHE;3-9;;;85.1;Istruzione;VIA CANONICA, 2, 35010 SAN GIORGIO DELLE PERTICHE PD;https://scuolamaternasangiorgio.com/;comunicazioni, giorgio, segreteria, infanzia, calendario, eventi, scolastico, bilancio, regolamenti, rette, educativo, carnevale, martino, pertiche, roma, paritaria, sezione, primavera, sidebar, visita, virtuale, contributi, bis, covid, anti, calendario scolastico, infanzia giorgio, giorgio pertiche, roma giorgio, infanzia paritaria;True;it;;;;;;
03383500281;UL;ENTE ECCLESIASTICO CIVILMENTE RICONOSCIUTO;;01/07/2004;PARROCCHIA DI SAN GIORGIO;35010;SAN GIORGIO DELLE PERTICHE;3-9;; SCUOLA MATERNA (DAL 01/07/2004).;85.1;Istruzione;VIA ROMA, 92, 35010 SAN GIORGIO DELLE PERTICHE PD;https://scuolamaternasangiorgio.com/;comunicazioni, giorgio, segreteria, infanzia, calendario, eventi, scolastico, bilancio, regolamenti, rette, educativo, carnevale, martino, pertiche, roma, paritaria, sezione, primavera, sidebar, visita, virtuale, contributi, bis, covid, anti, calendario scolastico, infanzia giorgio, giorgio pertiche, roma giorgio, infanzia paritaria;True;it;;;;;;
03388970281;SEDE;ENTE ECCLESIASTICO CIVILMENTE RICONOSCIUTO;;18/12/2003;PARROCCHIA SANTI MARTINO E LAMBERTO;35010;SAN GIORGIO DELLE PERTICHE;10-49;;;85.1;Istruzione;VIA ROMA, 303, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
03388970281;UL;ENTE ECCLESIASTICO CIVILMENTE RICONOSCIUTO;;01/12/2003;PARROCCHIA SANTI MARTINO E LAMBERTO;35010;SAN GIORGIO DELLE PERTICHE;10-49;; SCUOLA MATERNA E NIDO INTEGRATO (DAL 01/12/2003).;85.1;Istruzione;VIA ROMA, 293, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04167990284;SEDE;IMPRESA INDIVIDUALE;;21/05/2007;PARRUCCHIERA ARTE E SPIRITO LIBERO DI CARRARO MADDALENA;35010;SAN GIORGIO DELLE PERTICHE;0-2;049/9200959; ACCONCIATORE (DAL 02.05.2007);96.02.01;Altre attività di servizi;VIA CINGANAME, 17, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
02418110280;SEDE;IMPRESA INDIVIDUALE;;05/08/2005;PAVAN MANUEL;35010;SAN GIORGIO DELLE PERTICHE;;; SPETTACOLI VIAGGIANTI (DAL 12.7.2005).;93.29.9;Attività artistiche, sportive, di intrattenimento e divertimento;VIA LARDONA, 36, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04663120287;SEDE;IMPRESA INDIVIDUALE;;06/07/2012;PAVAN MAVERIK;35010;SAN GIORGIO DELLE PERTICHE;0-2;;SPETTACOLI VIAGGIANTI;93.29.9;Attività artistiche, sportive, di intrattenimento e divertimento;VIA LARDONA, 36, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04061580280;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;16/12/2005;PEPEROSA S.A.S. DI BRAGAGNOLO ELISA & C.;35010;SAN GIORGIO DELLE PERTICHE;0-2;;PARRUCCHIERE UOMO/DONNA (DAL 22.03.2006);96.02.01;Altre attività di servizi;VIA ROMA, 43, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
05192750288;SEDE;IMPRESA INDIVIDUALE;;06/02/2019;PIZZINATO ALESSANDRO;35010;SAN GIORGIO DELLE PERTICHE;0-2;;TAPPEZZERIA;95.24.02;Altre attività di servizi;VIA ROMA, 47, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04217940289;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;16/03/2009;POLIAMBULATORIO SAN LORENZO S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;3-9;049/9336501;ALTRI STUDI MEDICI E POLIAMBULATORI SPECIALISTICI -POLIAMBUALTORI PER LA FISOTERAPIA E LA RIABILITAZIONE (DAL 16.03.2009);86.22.09;Sanità e assistenza sociale;VIA ROMA, 323, 35010 SAN GIORGIO DELLE PERTICHE PD;https://poliambulatoriosanlorenzo.it/;ssa, poliambulatorio, lorenzo, padova, roma, pertiche, toggle, poliambulatoriosanlorenzo, sanlorenzo, christine, whisstock, trattamenti, dottoressa, sa, pancafit, susanna, sembiante, apertura, barra, giogio, aperti, giorgio, scorrevole, load, oriari, poliambulatorio lorenzo, pertiche padova, christine whisstock, dottoressa christine, susanna sembiante;;it;https://www.facebook.com/profile.php?id=100051032932882;;;;;
00794840280;SEDE;IMPRESA INDIVIDUALE;;03/11/1967;PULIMATIC DI BARALDO ADELE;35010;SAN GIORGIO DELLE PERTICHE;;049/5747475;ATTIVITA': PULITURA A SECCO E TINTORIA;96.01.2;Altre attività di servizi;VIA ROMA, 184, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04862590280;SEDE;IMPRESA INDIVIDUALE;;30/12/2014;RA DI RAMBALDO AGOSTINO;35010;SAN GIORGIO DELLE PERTICHE;0-2;;LABORATORIO DI TAPPEZZERIA (DAL 23.12.2014);95.24.02;Altre attività di servizi;VIA SORANZO, 8/16, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
05282990281;SEDE;IMPRESA INDIVIDUALE;LUNATIC.ROSSO@GMAIL.COM;29/05/2020;ROSSO RELATIVO DI ROSSO MARILENA;35010;SAN GIORGIO DELLE PERTICHE;0-2;347/0493884;SERVIZI DEI SALONI DI BARBIERE E PARRUCCHIERE;96.02.01;Altre attività di servizi;VIA GIOVANNI DA CAVINO, 31, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
05395240285;SEDE;IMPRESA INDIVIDUALE;;16/07/2021;SALLY TATTOO DI BRAGOTTO SELENE;35010;SAN GIORGIO DELLE PERTICHE;;;ATTIVITA' DI TATUAGGIO E PIERCING;96.09.02;Altre attività di servizi;VIA TOLOMEO, 5, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
02337000281;SEDE;IMPRESA INDIVIDUALE;;08/01/1991;SALONE ROMY DI NALON ROMINA;35010;SAN GIORGIO DELLE PERTICHE;0-2;049/5742457;ATTIVITA': PARRUCCHIERA (DAL 11.12.1990);96.02.01;Altre attività di servizi;VIA ROMA, 219/A, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04084680281;SEDE;IMPRESA INDIVIDUALE;ANNALISA.ZORZI@GMAIL.COM;13/03/2006;SALONE STYLE DI ZORZI ANNALISA;35010;SAN GIORGIO DELLE PERTICHE;0-2;049/9330205; ACCONCIATORE (DAL 01.02.2006);96.02.01;Altre attività di servizi;VIA TOLOMEO, 3, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04690140282;UL;SOCIETA' IN NOME COLLETTIVO;;10/07/2017;SANTA MARIA S.N.C. DI BIOTTO CARLO E C.;35010;SAN GIORGIO DELLE PERTICHE;0-2;;IMPRESA DI ONORANZE FUNEBRI: DISBRIGO PRATICHE AMM.VE INERENTI IL DECESSO E ORGANIZZAZIONE DELLE ONORANZE FUNEBRI, VENDITA DI CASSE E DI ALTRI ARTICOLI FUNEBRI, PREPARAZIONE DEL CADAVERE E CONFEZIONAMENTO DEL FERETRO, TRASFERIMENTO E TRASPORTO FUNEBRE, TANATOCOSMESI, RECUPERO DI CADAVERI, SU DISPOSIZIONI DELL'AUTORITA' GIUDIZIARIA, DA LUOGHI PUBBLICI O PRIVATI. (DAL 10/07/2017);96.03;Altre attività di servizi;VIA ROMA, 80, 35010 SAN GIORGIO DELLE PERTICHE PD;https://www.ofsantamaria.com/;preferenze, maria, santa, gestisci, title, archiviazione, tecnica, limena, funerali, condoglianze, necessari, funzionale, statistiche, comunicazione, legittimo, marketing, abbonato, segui, funebre, necrologi, pratiche, opere, disbrigo, cimiteriali, floreali, santa maria, archiviazione tecnica, necessari legittimo, funebre santa, disbrigo pratiche;True;it;https://www.facebook.com/digitalvenice;;;;;https://www.instagram.com/digitalvenice/
03962200287;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;30/11/2004;SPAZIO UNGHIE S.A.S. DI SCARANTE SABRINA & C.;35010;SAN GIORGIO DELLE PERTICHE;3-9;;CENTRO ESTETICO;96.02.02;Altre attività di servizi;VIA ROMA, 152, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
03203470285;SEDE;IMPRESA INDIVIDUALE;;18/12/1996;SUSI  E CHETI PARRUCCHIERE DI TONELLO SUSI;35010;SAN GIORGIO DELLE PERTICHE;0-2;049/9370224; PARRUCCHIERE PER UOMO E DONNA (DAL 10.12.1996);96.02.01;Altre attività di servizi;VIA ROMA, 156, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
03965210283;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;15/12/2004;TONDELLO TECNOLOGIE SAS DI TONDELLO ALESSANDRO E SILVIA & C.;35010;SAN GIORGIO DELLE PERTICHE;0-2;;NOLEGGIO CON OPERATORE DI STRUTTURE ED ATTREZZATURE PER MANIFESTAZIONI E SPETTACOLI;90.02.01;Attività artistiche, sportive, di intrattenimento e divertimento;VIA ROMA, 206, 35010 SAN GIORGIO DELLE PERTICHE PD;https://www.tondellotecnologie.it/;illuminazione, tondello, led, eventi, audio, tecnologie, evento, luci, noleggio, allestimenti, convention, cena, aziendali, matrimonio, teatro, sirio, service, privati, prodotti, chiusura, fieristici, altair, interni, esterni, palco, tondello tecnologie, illuminazione led, audio evento, eventi aziendali, eventi privati;True;it, en;https://www.facebook.com/siriotondellotecnologie;;;https://www.youtube.com/channel/UC3CLxtDjuUCeJv12kY2GJag;https://it.pinterest.com/tondellotec35/;http://instagram.com/tondellotechnologies
03414860282;SEDE;IMPRESA INDIVIDUALE;;21/05/1999;ANDRIGO AGNESE;35010;SANTA GIUSTINA IN COLLE;0-2;049/5791499;SERVIZI DI SALONI DI PARRUCCHIERE (DAL 30.04.1999);96.02.01;Altre attività di servizi;VIA TERGOLA, 32/C, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
03449990286;SEDE;IMPRESA INDIVIDUALE;;01/10/1999;ART ON MOVE DI FILIPPI  EMANUELA;35010;SANTA GIUSTINA IN COLLE;0-2;049/5791703; PARRUCCHIERA UOMO-DONNA (DAL 01.09.1999);96.02.01;Altre attività di servizi;PIAZZA DEI MARTIRI, 32, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
05301420286;SEDE;ASSOCIAZIONE;;20/07/2020;ASD FRATTE RONDINELLE;35010;SANTA GIUSTINA IN COLLE;;;PROMOZIONE EVENTI SPORTIVI - RICERCA DI SPONSORIZZAZIONI;93.19.1;Attività artistiche, sportive, di intrattenimento e divertimento;VIA TRIESTE, 24, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
04423320284;SEDE;IMPRESA INDIVIDUALE;;02/11/2009;BOSA NICOLA;35010;SANTA GIUSTINA IN COLLE;0-2;049/5792717; RIPARAZIONE DI ELETTRODOMESTICI IN GENERE (DAL 20/10/2009);95.22.01;Altre attività di servizi;VIA DON GIUSEPPE LAGO, 49/TER, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
02338920289;SEDE;IMPRESA INDIVIDUALE;;18/01/1990;C.F.SPORT DI CACCIN FABIO;35010;SANTA GIUSTINA IN COLLE;0-2;049/5790964;RIPARAZIONE CICLI, MOTO (MECCANICA-MOTORISTICA L. 122/92) (DAL 2.1.1990);95.29.02;Altre attività di servizi;VIA DANTE, 57, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
05431760288;SEDE;IMPRESA INDIVIDUALE;;17/01/2022;CORO' DANIELE;35010;SANTA GIUSTINA IN COLLE;;;RIPARAZIONE DI ARTICOLI PER IL GIARDINAGGIO;95.22.02;Altre attività di servizi;VIA VINCENZO GALLUCCI, 8, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
02575630286;SEDE;IMPRESA INDIVIDUALE;;23/08/1993;DENGO MASSIMO;35010;SANTA GIUSTINA IN COLLE;0-2;049/9301828;ATTIVITA': BARBIERE (DAL 01.07.1993);96.02.01;Altre attività di servizi;PIAZZA SAN GIACOMO, 12, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
04695950289;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;07/01/2013;DENTAL CLINIC PROJECT 2 S.R.L.;35010;SANTA GIUSTINA IN COLLE;3-9;;AMBULATORIO ODONTOIATRICO;86.23;Sanità e assistenza sociale;VIA DANTE, 5, 35010 SANTA GIUSTINA IN COLLE PD;http://www.dentalclinicproject.it/;clinic, dental, peseggia, meolo, giustina, endodonzia, euro, colle, implantologia, santa, assistente, poltrona, chirurgia, ortodonzia, dante, pio, moglianese, versato, int, conservativa, occupa, odontoiatra, ultime, ass, protesica, dental clinic, giustina colle, santa giustina, assistente poltrona, pio meolo;False;it;;;;;;
02802950739;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;23/11/2010;DO.RI. S.R.L.;35010;SANTA GIUSTINA IN COLLE;3-9;;AMBULATORIO ODONTOIATRICO.;86.23;Sanità e assistenza sociale;VIA G. MARCONI, 1/B, 35010 SANTA GIUSTINA IN COLLE PD;https://studiodentisticodori.it/;appuntamento, igienica, dentistico, visita, ambulatorio, af, odontoiatrico, giustina, fraz, fratte, marconi, designed, cell, santa, prenota, colle, ssa, orale, cure, denti, igiene, chirurgia, adulto, protesi, ingrandisci, marconi santa, colle fraz, fraz fratte, giustina colle, prenota visita;False;it;https://www.facebook.com/StudioDentisticoDori/;;;;;https://www.instagram.com/ambulatorio_dentistico_dori/
04373950288;SEDE;IMPRESA INDIVIDUALE;;20/04/2009;ELETTRORIPARAZIONI DI DE MARTIN FABIO;35010;SANTA GIUSTINA IN COLLE;0-2;; RIPARAZIONE ELETTRODOMESTICI, INSTALLAZIONE, AMPLIAMENTO, TRASFORMAZIONE, MANUTENZIONE DEGLI IMPIANTI SOTTOSPECIFICATI, POSTI AL SERVIZIO DEGLI EDIFICI, INDIPENDENTEMENTE DALLA DESTINAZIONE D'USO, COLLOCATI ALL'INTERNO DEGLI STESSI O DELLE RELATIVE PERTINENZE - D.M. 37/2008: LETT. B) IMPIANTI RADIOTELEVISIVI, LE ANTENNE E GLI IMPIANTI ELETTRONICI IN GENERE, LETT. C) IMPIANTI DI RISCALDAMENTO, DI CLIMATIZZAZIONE, DI CONDIZIONAMENTO DI QUALSIASI NATURA O SPECIE, COMPRESE LE OPERE DI EVACUAZIONE DEI PRODOTTI DELLA COMBUSTIONE E DELLE CONDENSE, E DI VENTILAZIONE ED AERAZIONE DEI LOCALI, (DAL 11/03/2009);95.22.01;Altre attività di servizi;VIA SAN GIORGIO, 44, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
04521510281;SEDE;SOCIETA' IN NOME COLLETTIVO;;03/01/2011;ESSERE PARRUCCHIERI S.N.C. DI SIMIONI EDDI E SIMONE;35010;SANTA GIUSTINA IN COLLE;0-2;;ACCONCIATORE;96.02.01;Altre attività di servizi;VIA DANTE, 119, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
03866840287;SEDE;IMPRESA INDIVIDUALE;;12/01/2004;FONTANA GIGLIOLA;35010;SANTA GIUSTINA IN COLLE;0-2;; PARRUCCHIERA UOMO E DONNA (DAL 05.12.2003);96.02.01;Altre attività di servizi;VIA DANTE, 22, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
04244850287;SEDE;IMPRESA INDIVIDUALE;;28/12/2007;G.M. IMMAGINE UOMO E DONNA DI MARTELLOZZO GIANLUCA;35010;SANTA GIUSTINA IN COLLE;;; ACCONCIATORE (DAL 12.11.2007),COMMERCIO AL MINUTO DI PRODOTTI INERENTI L'ATTIVITA' DI PARRUCCHIERE (DAL 12.11.2007).;96.02.01;Altre attività di servizi;VIA ROMA, 19, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
02627950286;SEDE;IMPRESA INDIVIDUALE;;09/01/1996;HAIR STUDIO STEPHEN DI TOMASIN STEFANO;35010;SANTA GIUSTINA IN COLLE;3-9;049/9390141; PARRUCCHIERE UOMO/DONNA, MANICURE E PEDICURE ESTETICO (DAL  09.12.1995);96.02.01;Altre attività di servizi;VIA TERGOLA, 137, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
03485620284;SEDE;IMPRESA INDIVIDUALE;;24/01/2000;HAIRDRESSING SABRY DI TONIOLO SABRINA;35010;SANTA GIUSTINA IN COLLE;0-2;; PARRUCCHIERA (DAL 02/01/2000).;96.02.01;Altre attività di servizi;VIA COMMERCIALE, 93, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
04935260283;SEDE;IMPRESA INDIVIDUALE;;09/11/2015;HU LISHUANG;35010;SANTA GIUSTINA IN COLLE;3-9;;ATTIVITA' DI STIRERIA;96.01.2;Altre attività di servizi;VIA PAPA PIO X, 31, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
05159900280;SEDE;IMPRESA INDIVIDUALE;;09/10/2018;JOLIE ESTETICA E BENESSERE DI FANTINATO ELISA;35010;SANTA GIUSTINA IN COLLE;0-2;;ESTETISTA, SERVIZI DEGLI ISTITUTI DI BELLEZZA;96.02.02;Altre attività di servizi;VIA GIACOMELLI, 25, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
04948680287;SEDE;IMPRESA INDIVIDUALE;;07/01/2016;LAVASECCO STIRERIA ANNAMARIA DI TESSAROLO BEPPINO;35010;SANTA GIUSTINA IN COLLE;;;STIRERIA, RITIRO E CONSEGNA DI BIANCHERIA E VESTIARIO;96.01.2;Altre attività di servizi;VIA FRATTE, 88, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
03622140287;SEDE;IMPRESA INDIVIDUALE;;08/05/2001;L'IMMAGINE DI PESCE ROBERTA;35010;SANTA GIUSTINA IN COLLE;0-2;; PARRUCCHIERE UOMO DONNA (DAL 19.03.2001);96.02.01;Altre attività di servizi;VIA G. GIACOMELLI, 13, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
05211210280;SEDE;IMPRESA INDIVIDUALE;;10/05/2019;MARIN BOGDAN;35010;SANTA GIUSTINA IN COLLE;0-2;;ATTIVITA' DI TATUAGGI E PIERCING (DAL 02.05.2019);96.09.02;Altre attività di servizi;PIAZZA DEI MARTIRI, 50, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
03596440283;SEDE;IMPRESA INDIVIDUALE;;20/06/2001;MIKI ESTETICA UOMO DONNA DI SCARPAZZA MICHELA;35010;SANTA GIUSTINA IN COLLE;0-2;049/5791368; ESTETICA, ISTITUTO DI BELLEZZA (DAL 11.06.2001);96.02.02;Altre attività di servizi;VIA VICINALE CENTONI, 3/A, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
05274620284;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;07/02/2020;NS7 RACING TEAM S.R.L. SOCIETA' SPORTIVA DILETTANTISTICA;35010;SANTA GIUSTINA IN COLLE;0-2;;ESERCIZIO DI ATTIVITA' SPORTIVE DILETTANTISTICHE IN PARTICOLARE L'ATTIVITA' DEL MOTOCICLISMO, DEL CICLISMO, DEL KARTING E DELL'AUTODIFESA PER LE DONNE;93.19.99;Attività artistiche, sportive, di intrattenimento e divertimento;VIA DANTE, 37/1, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
04470770282;SEDE;IMPRESA INDIVIDUALE;;07/02/2013;ONORANZE FUNEBRI BORTOLAMI DI BORTOLAMI PAOLO;35010;SANTA GIUSTINA IN COLLE;3-9;;ATTIVITA' FUNEBRE;96.03;Altre attività di servizi;PIAZZA DEI MARTIRI, 51, 35010 SANTA GIUSTINA IN COLLE PD;https://onoranzefunebribortolami.com/;bortolami, funebre, funebri, onoranze, isole, floreali, addobbi, cimiteriali, cremazione, preventivi, necrologi, cremazioni, profilo, staff, essential, cofano, function, functionalities, consent, stored, santa, comuni, cuscino, tumulazione, inumazione, onoranze funebri, funebri bortolami, addobbi floreali, piazza martiri, operiamo comuni;True;it, en;https://www.facebook.com/ONORANZE-FUNEBRI-BORTOLAMI-349327152149252;;;;;
03659910289;SEDE;IMPRESA INDIVIDUALE;;15/11/2001;PALLARO MARTINA;35010;SANTA GIUSTINA IN COLLE;0-2;; PARRUCCHIERE UOMO DONNA (DAL 15.10.2001);96.02.01;Altre attività di servizi;VIA MARCONI, 11, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
03393940287;SEDE;ENTE ECCLESIASTICO CIVILMENTE RICONOSCIUTO;;17/12/2003;PARROCCHIA SAN GIACOMO APOSTOLO;35010;SANTA GIUSTINA IN COLLE;3-9;;;85.1;Istruzione;PIAZZA SAN GIACOMO, 1, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
03393940287;UL;ENTE ECCLESIASTICO CIVILMENTE RICONOSCIUTO;;01/11/2003;PARROCCHIA SAN GIACOMO APOSTOLO;35010;SANTA GIUSTINA IN COLLE;3-9;; SCUOLA MATERNA (DAL 01/11/2003).;85.1;Istruzione;;;;;;;;;;;
03388920286;SEDE;ENTE MORALE;;26/02/2004;PARROCCHIA SANTA GIUSTINA VERGINE E MARTIRE SCUOLA MATERNA DON GIUSEPPE LAGO;35010;SANTA GIUSTINA IN COLLE;10-49;; ISTRUZIONE DI GRADO PREPARATORIO: SCUOLA MATERNA( DAL 19/02/2004);85.1;Istruzione;VIA ROMA, 4, 35010 SANTA GIUSTINA IN COLLE PD;https://scuoladglago.it/;infanzia, nido, genitori, integrato, primavera, sezione, iscrizioni, cari, giustina, colle, lago, santa, struttura, veneto, rette, aperta, scolastico, ordinanza, aperte, visualizzare, ultimi, segreteria, calendario, trasparente, regolamenti, nido integrato, sezione primavera, cari genitori, giustina colle, santa giustina;True;it;https://www.facebook.com/scuolainfanziadongiuseppelago;http://twitter.com/;;;;
04043280280;SEDE;IMPRESA INDIVIDUALE;;03/10/2005;PICCOLO FOSCA;35010;SANTA GIUSTINA IN COLLE;0-2;; ESTETISTA (DAL 19.09.2005);96.02.02;Altre attività di servizi;VIA DANTE, 61, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
05334250288;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;01/01/2021;PRIMETEK S.R.L.;35010;SANTA GIUSTINA IN COLLE;0-2;;ASSISTENZA TECNICA SU HARDWARE E SOFTWARE (COMPUTER, PERIFERICHE, FOTOCOPIATRICI);95.11;Altre attività di servizi;VIA G. MARCONI, 44, 35010 SANTA GIUSTINA IN COLLE PD;http://www.primetek.it/;stampanti, multifunzione, automatica, wireless, identificazione, primetek, materiali, fotocopiatrici, prodotti, consumo, padova, noleggio, occasioni, marchi, stampante, proprietari, legittimi, appartengono, contenuti, nievo, camposampiero, esclusione, ippolito, loghi, zebra, identificazione automatica, fotocopiatrici multifunzione, materiali consumo, legittimi proprietari, loghi appartengono;True;it;https://www.facebook.com/primetek.primetek;;https://it.linkedin.com/pub/mauro-celeghin/57/835/219;;;
05334250288;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;01/01/2021;PRIMETEK S.R.L.;35012;CAMPOSAMPIERO;0-2;;ASSISTENZA TECNICA SU HARDWARE E SOFTWARE (COMPUTER, PERIFERICHE, FOTOCOPIATRICI), RIPARAZIONE E MANUTENZIONE DI MACCHINE ED ATTREZZATURE PER UFFICIO (ESCLUSI COMPUTER, PERIFERICHE E FAX) (DAL 01.01.2021);95.11;Altre attività di servizi;VIA IPPOLITO NIEVO, 2, 35012 CAMPOSAMPIERO PD;http://www.primetek.it/;stampanti, multifunzione, automatica, wireless, identificazione, primetek, materiali, fotocopiatrici, prodotti, consumo, padova, noleggio, occasioni, marchi, stampante, proprietari, legittimi, appartengono, contenuti, nievo, camposampiero, esclusione, ippolito, loghi, zebra, identificazione automatica, fotocopiatrici multifunzione, materiali consumo, legittimi proprietari, loghi appartengono;True;it;https://www.facebook.com/primetek.primetek;;https://it.linkedin.com/pub/mauro-celeghin/57/835/219;;;
02533280281;SEDE;SOCIETA' IN NOME COLLETTIVO;;13/03/1992;PROFESSIONAL OFFICE DI PEGORARO FABIO, TONIATO MARINO E BROTTO OS CAR S.N.C.;35010;SANTA GIUSTINA IN COLLE;3-9;;RIPARAZIONE E MANUTENZIONE MACCHINE PER L'UFFICIO (DAL 20.05.1996);95.11;Altre attività di servizi;VIA COMMERCIALE, 81, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
03868640289;SEDE;IMPRESA INDIVIDUALE;;22/01/2004;PULISECCO DEBORA DI SIMIONI ALCIDE;35010;SANTA GIUSTINA IN COLLE;3-9;; LAVANDERIA A SECCO -  TINTORIA (DAL 02.01.2004);96.01;Altre attività di servizi;VIA VILLARAPPA, 34, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
04941350284;SEDE;IMPRESA INDIVIDUALE;;01/12/2015;PULITURA RUFFATO DI RUFFATO MARIAPAOLA;35010;SANTA GIUSTINA IN COLLE;0-2;;TINTORIA, LAVANDERIA PULITURA;96.01.2;Altre attività di servizi;VIA SANTO STEFANO, 15, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
04297720288;UL;SOCIETA' COOPERATIVA;;03/10/2014;RICCHEZZA SOCIALE TERRITORIALE - COOPERATIVA SOCIALE ONLUS IN BRE VE TE.SO.RI. - SOCIETA' COOPERATIVA SOCIALE;35010;VILLA DEL CONTE;10-49;;LAVAGGIO, PULITURA, ASCIUGATURA DI CAPI DI ABBIGLIAMENTO E DI ARTICOLI TESSILI MEDIANTE MACCHINE SELF SERVICE A GETTONE (DAL 03/10/2014);96.01.2;Altre attività di servizi;VIA RETTILINEO, 16, 35010 VILLA DEL CONTE PD;;;;;;;;;;
04297720288;UL;SOCIETA' COOPERATIVA;;01/05/2015;RICCHEZZA SOCIALE TERRITORIALE - COOPERATIVA SOCIALE ONLUS IN BRE VE TE.SO.RI. - SOCIETA' COOPERATIVA SOCIALE;35010;VILLA DEL CONTE;10-49;;GESTIONE DI LABORATORI CHE RISPONDONO A BISOGNI FORMATIVI, OCCUPAZIONALI E RELAZIONALI DI PERSONE DISABILI ATTRAVERSO PERCORSI DI INTEGRAZIONE LAVORATIVA (DAL 01/05/2015);88.99;Sanità e assistenza sociale;VIA MASO, 17, 35010 VILLA DEL CONTE PD;;;;;;;;;;
04297720288;UL;SOCIETA' COOPERATIVA;;05/09/2017;RICCHEZZA SOCIALE TERRITORIALE - COOPERATIVA SOCIALE ONLUS IN BRE VE TE.SO.RI. - SOCIETA' COOPERATIVA SOCIALE;35010;SANTA GIUSTINA IN COLLE;10-49;;LAVAGGIO, PULITURA, ASCIUGATURA DI CAPI DI ABBIGLIAMENTO E DI ARTICOLI TESSILI MEDIANTE MACCHINE SELF SERVICE A GETTONE (DAL 05/09/2017);96.01.2;Altre attività di servizi;VIA DANTE, 35/C, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
