Partita_IVA;Sede_o_UL;Forma_giuridica;Email;Data_iscrizione;Denominazione;Cap;Comune;Classe_addetti;Telefono;Attivita'_dichiarata;Codice_ateco_principale;Settore_livello_2;Indirizzo_corretto;URL;Keys;Has_contact_form;Available_translations;Facebook;Twitter;Linkedin;Youtube;Pinterest;Instagram
04364790289;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;17/02/2009;EUROFENDER S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;3-9;;PRODUZIONE DI PARTI E ACCESSORI IN PLASTICA PER BICICLETTE;30.92.2;Industrie meccaniche, metallurgiche ed elettroniche;VIA FORNACE SECONDA STRADA, 12A/12B, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
02714780281;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;21/05/1998;EUROLAM S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;3-9;049/9330201;COSTRUZIONE DI CARPENTERIA METALLICA, ARTICOLI METALLICI E LAVORAZIONI CONTO TERZI;25.11;Industrie meccaniche, metallurgiche ed elettroniche;VIA LAGO DI GARDA, 1, 35010 SAN GIORGIO DELLE PERTICHE PD;https://www.eurolamsrl.it/;lamiera, lavorazione, veneto, eurolam, piegatura, saldatura, laser, taglio, punzonatura, trattamento, macchine, assemblaggio, progetti, metallo, superficiale, parco, pertiche, lago, arsego, giorgio, garda, carpenteria, lavorazioni, comincia, parliamone, veneto lavorazione, taglio laser, trattamento superficiale, parco macchine, superficiale metallo;True;it;;;;;;
04814860286;SEDE;SOCIETA' IN NOME COLLETTIVO;;12/05/2014;EXETRA S.N.C. DI GIACOMAZZI STEFANO;35010;SAN GIORGIO DELLE PERTICHE;0-2;;COMMERCIO ALL'INGROSSO DI ARTICOLI DI ABBIGLIAMENTO E ACCESSORI;14.39;Industrie tessili e di abbigliamento;VIA PUGNALIN, 2, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04886810284;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;17/03/2015;F.A. CONFEZIONI SRL;35010;SAN GIORGIO DELLE PERTICHE;10-49;;SARTORIA E CONFEZIONE SU MISURA DI ABBIGLIAMENTO ESTERNO;14.13.2;Industrie tessili e di abbigliamento;VIA PIOVEGO, 87, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
05305280280;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;27/07/2020;FACTORYCAP 2 S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;10-49;;PRODUZIONE E CONFEZIONE DI ABBIGLIAMENTO;14.13.1;Industrie tessili e di abbigliamento;VIA PIOVEGO PRIMA STRADA, 10, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
03706060286;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;13/03/2002;FALEGNAMERIA BALDIN S.A.S. DI BALDIN EMANUELE;35010;SAN GIORGIO DELLE PERTICHE;0-2;;PRODUZIONE DI SERRAMENTI IN LEGNO (DAL 01.02.2002);16.23.1;Industrie del legno, dell'arredo e della carta;VIA GIOVANNI DA CAVINO, 18, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
05259530284;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;20/12/2019;FALEGNAMERIA PINAFFO S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;3-9;;FALEGNAMERIA (DAL 01.01.2020).;16.23.1;Industrie del legno, dell'arredo e della carta;VIA DEL SANTO, 69, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
05111920285;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;29/01/2018;FERRAZZO SRL;35010;SAN GIORGIO DELLE PERTICHE;3-9;;RIPARAZIONE E MANUTENZIONE DI ALTRI PRODOTTI IN METALLO ULTERIORI SPECIFICHE: MONTAGGIO, MANUTENZIONE E RIPARAZIONE DI STRUTTURE IN METALLO (GABBIE AVICOLE) E OSSATURE METALLICHE IN GENERE;33.11.09;Industrie meccaniche, metallurgiche ed elettroniche;VIA GIOVANNI DA CAVINO, 85/7, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04743150288;SEDE;IMPRESA INDIVIDUALE;;08/08/2013;FERRO ENDI;35010;SAN GIORGIO DELLE PERTICHE;0-2;;MONTAGGIO / ASSEMBLAGGIO DI MACCHINE PER L'INDUSTRIA ALIMENTARE (ATTIVITA' SVOLTA PRESSO IL COMMITTENTE);28.93;Industrie meccaniche, metallurgiche ed elettroniche;VIA A. PALLADIO, 12, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
00752510289;SEDE;IMPRESA INDIVIDUALE;;31/03/1978;FILIPPI GIANNI;35010;SAN GIORGIO DELLE PERTICHE;0-2;049/5742230;ATTIVITA': FALEGNAME (DAL 3.2.1978);16.23;Industrie del legno, dell'arredo e della carta;VIA PAOLETTI, 14/I, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
02614160287;SEDE;SOCIETA' IN NOME COLLETTIVO;;23/06/1995;F.LLI CARRIERI S.N.C. DI CARRIERI ALFONSO & C.;35010;SAN GIORGIO DELLE PERTICHE;0-2;049/9370186;CONFEZIONI E PRODUZIONE CAPI DI ABBIGLIAMENTO IN GENERE (DAL 08.06.1995);14.1;Industrie tessili e di abbigliamento;VIA ROMA, 226/228, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
00447430281;SEDE;SOCIETA' IN NOME COLLETTIVO;;11/01/1962;F.LLI PAVAN S.N.C. DI PAVAN PAOLINO & C.;35010;SAN GIORGIO DELLE PERTICHE;3-9;049/5747045;OFFICINA MECCANICA MINUTERIA METALLICA,VITERIA E RUBINETTERIA (DAL 15.11.1967);25.62;Industrie meccaniche, metallurgiche ed elettroniche;VIA ANCONETTA, 93, 35010 SAN GIORGIO DELLE PERTICHE PD;https://www.fratellipavanminuterie.it/;pavan, minuterie, lavorazioni, fratelli, produzione, precisione, pertiche, anconetta, giorgio, caldo, metalliche, tornitura, stampaggio, fresatura, materie, padova, plastiche, trattamenti, superficiali, prototipazione, finiture, design, uan, seo, ufficio, fratelli pavan, giorgio pertiche, minuterie metalliche, minuterie precisione, stampaggio caldo;True;it, en;http://www.facebook.com/pages/Fratelli-Pavan-Minuterie-di-Precisione/471100676300107;https://twitter.com/FratelliPavan;;;;
03836940282;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;02/10/2003;F.M.D.I. S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;10-49;;FABBRICAZIONE DI DISPOSITIVI INDUSTRIALI QUALI PRESSOSTATI, VACUOSTATI, INTERRUTTORI A CONTATTO, ATTUATORI PNEUMATICI (DAL 01.07.2003).;26.51.29;Industrie meccaniche, metallurgiche ed elettroniche;VIA COCCHE, 11, 35010 SAN GIORGIO DELLE PERTICHE PD;https://fmditechnology.com/;prodotti, fmdi, certificazioni, pertiche, giorgio, approvvigionamento, certifications, umani, dispositivi, carico, elettrico, acquistare, connessione, elettroniche, fondamentali, conformazioni, catena, contact, controllo, sustainability, filettatura, riconosciuti, dichiarazione, beni, impatto, giorgio pertiche, filettatura connessione, articolata dispositivi, integrazioni elettroniche, elettrico integrazioni;True;it, en;;;;;;
00043350289;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;28/12/1996;FONTANA S.R.L.;35010;SANTA GIUSTINA IN COLLE;0-2;049/5747126;LAVORAZIONE ARTIGIANALE SCARTI DI LEGNO IN GENERE, RACOLTA E SMALTIMENTO RIFIUTI, AUTOTRASPORTO PER CONTO TERZI (DAL 28.12.1996);16.23.1;Industrie del legno, dell'arredo e della carta;;;;;;;;;;;
03687590285;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;05/02/2002;FORNO MIOTTI S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;10-49;;PRODUZIONE DI PASTICCERIA SECCA (DAL 08.08.2014);10.72;Industrie alimentari, delle bevande e del tabacco;VIA EUROPA, 14, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04657570281;SEDE;IMPRESA INDIVIDUALE;;17/07/2012;FRANZOLIN DAVIDE;35010;SAN GIORGIO DELLE PERTICHE;0-2;;RIPARAZIONI E MANUTENZIONE DI ATTREZZI AGRICOLI, MACCHINE E ATTREZZATURE PER ALI MENTAZIONE ANIMALE/MONTAGGI DI MACCHINARI E ATTREZZATURE INDUSTRIALI (DAL 18/06/2012);33.12.7;Industrie meccaniche, metallurgiche ed elettroniche;VIA GIOVANNI PAOLO I, 1, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
05262040289;SEDE;IMPRESA INDIVIDUALE;;16/01/2020;FRANZOLIN ROBERTINO;35010;SAN GIORGIO DELLE PERTICHE;0-2;;RIPARAZIONE E MANUTENZIONE DI ALTRE MACCHINE PER IMPIEGHI SPECIALI (INCLUSE LE MACCHINE UTENSILI) N.C.A. ULTERIORI SPECIFICHE: RIPARAZIONE E MANUTENZIONE DI ALTRE MACCHINE PER IMPIEGHI SPECIALI: MACCHINE PER LA STAMPA E LA LEGATORIA, ROBOT INDUSTRIALI, APPARECCHI PER ISTITUTI DI BELLEZZA, PER PALESTRE ECCETERA.;33.12.99;Industrie meccaniche, metallurgiche ed elettroniche;VIA GIOVANNI PAOLO I, 13, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
02497900288;SEDE;IMPRESA INDIVIDUALE;;14/10/1992;FRISO MASSIMO;35010;SAN GIORGIO DELLE PERTICHE;0-2;0336/495464;LAVORAZIONE PER CONTO TERZI DI PARTICOLARI SEDIE PER UFFICIO.;31.01.1;Industrie del legno, dell'arredo e della carta;VIA BRENTA, 28, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
03886620248;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;15/05/2019;FUNCTIONAL RESEARCH S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;;; FABBRICAZIONE DI PROTESI DENTARIE (INCLUSA RIPARAZIONE)(DAL 15/05/2019);32.50.2;Altre industrie manifatturiere;VIA L. TOLSTOJ, 8, 35010 SAN GIORGIO DELLE PERTICHE PD;https://www.dentalstealth.com/;functional, allineatori, dental, stick, stealth, attachment, statistici, italian, visualizzatore, disinserimento, prescrizioni, snap, disclamer, dentisti, functionalresearch, posturologi, nove, albanian, roberto, analytics, tab, esclusivamente, items, parti, odontoiatrico, dental stealth, attachment stick, disinserimento snap, settore odontoiatrico, professionisti abilitati;True;it, sq;;;;;;
04140520281;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;02/10/2006;GALDIOLO S.A.S. DI GALDIOLO ALEX E C.;35010;SAN GIORGIO DELLE PERTICHE;3-9;;LAVORAZIONI DI CARPENTERIA METALLICA E LAVORAZIONE PROFILI IN ALLUMINIO (DAL 02.11.2006);25.11;Industrie meccaniche, metallurgiche ed elettroniche;VIA PIOVEGO  I  STRADA, 13, 35010 SAN GIORGIO DELLE PERTICHE PD;https://www.galdiolo.com/;lavorazioni, galdiolo, materiali, saldatura, meccaniche, taglio, lavorazione, acciaio, carpenteria, strada, pertiche, piovego, giorgio, arsego, chiamaci, alex, partner, alluminio, plastica, tecnico, fiducia, leggera, ufficio, ferro, ottone, lavorazioni meccaniche, giorgio pertiche, piovego strada, galdiolo alex, galdiolo galdiolo;;it;;;;;;
04140520281;UL;SOCIETA' IN ACCOMANDITA SEMPLICE;;02/11/2017;GALDIOLO S.A.S. DI GALDIOLO ALEX E C.;35010;SAN GIORGIO DELLE PERTICHE;3-9;;FABBRICAZIONE DI STRUTTURE METALLICHE E PARTI ASSEMBLATE DI STRUTTURE (DAL 02.11.2017);25.11;Industrie meccaniche, metallurgiche ed elettroniche;VIA PIOVEGO, 87 III, 35010 SAN GIORGIO DELLE PERTICHE PD;https://www.galdiolo.com/;lavorazioni, galdiolo, materiali, saldatura, meccaniche, taglio, lavorazione, acciaio, carpenteria, strada, pertiche, piovego, giorgio, arsego, chiamaci, alex, partner, alluminio, plastica, tecnico, fiducia, leggera, ufficio, ferro, ottone, lavorazioni meccaniche, giorgio pertiche, piovego strada, galdiolo alex, galdiolo galdiolo;;it;;;;;;
03967870282;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;28/12/2004;GAMBA STAMPI - S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;10-49;;COSTRUZIONE DI STAMPI PER MATERIE PLASTICHE E PRESSOFUSIONI (DAL 01.01.2005);25.73.2;Industrie meccaniche, metallurgiche ed elettroniche;VIA FORNACE, 3, 35010 SAN GIORGIO DELLE PERTICHE PD;http://www.gambastampi.it/index.php?lang=it;stampi, gamba, written, gambastampi, lang, itemid, php, option, prettyphoto, item, pressofusione, stampo, macchine, continue, mecspe, reading, pordenone, realizziamo, message, meccaniche, arsego, leghe, giorgio, trovarci, coronavirus, gamba stampi, gambastampi php, option item, php option, itemid lang;;it;;;;;;
00202260287;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;06/05/1968;GESTIONI INDUSTRIALI ITALIANE S.A.S. DI ZANON GIORGIO E C.;35010;SAN GIORGIO DELLE PERTICHE;10-49;049/5742277;ATTIVITA' ESERCITATA: COSTRUZIONE DI MORSE E IN GENERE UTENSILI PER MECCANICA.;25.73.1;Industrie meccaniche, metallurgiche ed elettroniche;VIA SIGNORIA, 13, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
00202260287;UL;SOCIETA' IN ACCOMANDITA SEMPLICE;;06/12/1995;GESTIONI INDUSTRIALI ITALIANE S.A.S. DI ZANON GIORGIO E C.;35010;SAN GIORGIO DELLE PERTICHE;10-49;049/5742734;PRODUZIONE DOLCIUMI (DAL 06.12.95);10.7;Industrie alimentari, delle bevande e del tabacco;;;;;;;;;;;
03696740285;SEDE;IMPRESA INDIVIDUALE;;18/03/2002;GIACOMAZZI NICOLETTA;35010;SAN GIORGIO DELLE PERTICHE;3-9;; ASSEMBLAGGIO CABLAGGI ELETTRICI (DAL 18.01.2002);27.33;Industrie meccaniche, metallurgiche ed elettroniche;VIA G. MOMI, 1, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04152800282;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;04/01/2007;GIUSEPPE ZANTOMIO S.R.L;35010;SAN GIORGIO DELLE PERTICHE;0-2;;FABBRICAZIONE DI OGGETTI IN METALLI PREZIOSI (DAL 04/01/2007).;32.12.1;Altre industrie manifatturiere;VIA GIOVANNI XXIII, 16, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
02203690280;SEDE;IMPRESA INDIVIDUALE;;05/05/2004;GOTTARDO FABIO;35010;SAN GIORGIO DELLE PERTICHE;0-2;; MONTAGGI INDUSTRIALI DI MACCHINARI IN GENERE, IMPIANTI DI ASPIRAZIONE, MANUTENZIONE E ASSISTENZA DI IMPIANTI, LAVORI DI SALDATURA, LATTOMERIA IN GENERE (DAL 11/04/2001);25.62;Industrie meccaniche, metallurgiche ed elettroniche;VIA G. DA GAVINO, 85, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04685140289;SEDE;IMPRESA INDIVIDUALE;;10/06/2013;HOBBY ARREDO DI BOARETTO IVAN;35010;SAN GIORGIO DELLE PERTICHE;3-9;;LAVORAZIONE E TAGLIO DI GOMMAPIUMA E IMBOTTITURE;22.19.09;Industrie chimiche, plastiche e farmaceutiche;VIA ANCONETTA, 36, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
05252530281;SEDE;IMPRESA INDIVIDUALE;;18/12/2019;HU YONGLIAN;35010;SAN GIORGIO DELLE PERTICHE;3-9;;TOMAIFICIO, LAVORAZIONE DI TOMAIE IN PELLE PER CALZATURE (DAL 02/12/2019);15.20.2;Industrie tessili e di abbigliamento;VIA LARDONA, 36/1, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
02637210283;SEDE;IMPRESA INDIVIDUALE;;24/11/1995;ICAST DI BOSCHELLO CARLO;35010;SAN GIORGIO DELLE PERTICHE;3-9;049/5747944; STAMPAGGIO LAMIERE ED AFFINI (DAL 30.10.1995);25.5;Industrie meccaniche, metallurgiche ed elettroniche;VIA EUROPA, 3-5, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04736550288;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;23/05/2013;I.C.E. - IMPIANTI CABLAGGI ELETTRICI S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;3-9;;ASSEMBLAGGIO DI CAVI, SCHEDE, COMPONENTI ELETTRICI E NON ELETTRICI, ELETTRONICI;27.90.09;Industrie meccaniche, metallurgiche ed elettroniche;VIA GIOVANNA MOMI, 2/C, 35010 SAN GIORGIO DELLE PERTICHE PD;https://www.icecablaggi.com/;cablaggi, illuminazione, elettrici, prodotti, cablaggio, elettrico, impianti, elettronico, consegna, elettrodomestico, audio, destinazione, settore, macchine, attrezzatura, continuato, prodotto, complessi, assemblaggio, tempi, parco, industriale, progettazione, investire, brevi, impianti cablaggi, cablaggi elettrici, cablaggio elettrico, cablaggi complessi, parco macchine;;it;;;;;;
05118760288;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;16/02/2018;IL FASCINO DEL LEGNO SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;35010;SAN GIORGIO DELLE PERTICHE;;;LAVORI DI FALEGNAMERIA E CARPENTERIA;31.01.22;Industrie del legno, dell'arredo e della carta;VIA ROSSIGNOLO, 11/B, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
02191560289;UL;SOCIETA' COOPERATIVA;;10/05/2019;IL GRATICOLATO SOCIETA' COOPERATIVA SOCIALE;35010;SANTA GIUSTINA IN COLLE;50-249;;LAVORAZIONE CONTO TERZI DI MATERIALE VARIO COME FERRO, PLASTICA E LEGNO (DAL 10/05/2019);32.99.9;Altre industrie manifatturiere;VIA SANTO STEFANO, 9, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
04407400284;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;10/08/2009;INCLUSIVE PLAY SOLUTIONS S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;0-2;;PROGETTAZIONE E REALIZZAZIONE DI PARCHI GIOCO E DI GIOCHI IN GENERE FINALIZZATI ALL'INTEGRAZIONE SOCIALE, SIA PER AMBIENTI ESTERNI CHE INTERNI (DAL 10/09/2009);28.99.92;Industrie meccaniche, metallurgiche ed elettroniche;VIA ROMA, 34, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04407400284;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;01/02/2010;INCLUSIVE PLAY SOLUTIONS S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;0-2;;PRODUZIONE DI PARCHI GIOCO E DI GIOCHI IN GENERE, ASSEMBLAGGIO DELLE COMPONENTI DEI GIOCHI, FINALIZZATI ALL'INTEGRAZIONE SOCIALE SIA PER AMBIENTI INTERNI CHE ESTERNI (DAL 01/02/2010);28.99.92;Industrie meccaniche, metallurgiche ed elettroniche;VIA FORNACE, 8/C, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
09583570016;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;30/12/2019;KM CORPORATE S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;10-49;;PRODUZIONE DI MACCHINE ED ATTREZZATURE PER LA PRODUZIONE E L'APPLICAZIONE DI TERMINALI E CONNESSIONI, DI MACCHINE PER UNIONE CORNICI E DI MINUTERIE METALLICHE E MATERIE PLATICHE (DAL 30.12.2019);28.99.99;Industrie meccaniche, metallurgiche ed elettroniche;VIA PIOVEGO I STRADA, 5, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
01043780285;SEDE;IMPRESA INDIVIDUALE;;25/01/1993;LA BACHIANA SCUOLA VENETA ORGANARIA DI SILVANO ROVERATO;35010;SAN GIORGIO DELLE PERTICHE;0-2;;ATTIVITA': COSTRUZIONE CANNE PER ORGANI (DAL 10.01.1993) E COSTRUZIONE DI ORGANI (DAL 02.10.2004);32.2;Altre industrie manifatturiere;VIA PRAARIE, 25, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
02536510288;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;18/03/1992;LAVORAZIONI METALLICHE TONELLO S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;3-9;049/5741266;;25.5;Industrie meccaniche, metallurgiche ed elettroniche;VIA PIOVEGO PRIMA STRADA, 8, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
02536510288;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;08/10/1997;LAVORAZIONI METALLICHE TONELLO S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;3-9;049/5742227;STAMPATURA E IMBUTITURA DI LAMIERE, TRANCIATURA (DAL 08.10.1997);25.5;Industrie meccaniche, metallurgiche ed elettroniche;VIA PIOVEGO I STRADA, 71, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04974150288;SEDE;IMPRESA INDIVIDUALE;;20/09/2018;LENS LEGNO DI SCAPIN LUCA;35010;SAN GIORGIO DELLE PERTICHE;0-2;;FABBRICAZIONE DI ALTRI PRODOTTI VARI IN LEGNO (ESCLUSI I MOBILI) ULTERIORI SPECIFICHE: FABBRICAZIONE VARIA OGGETTISTICA IN LEGNO E COMPONENTI DI ARREDO;16.29.19;Industrie del legno, dell'arredo e della carta;VIA MONTEGRAPPA, 27, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
00027330281;SEDE;SOCIETA' IN NOME COLLETTIVO;;29/09/1993;M. B. DI BRAGHETTO MASSIMO & C. S.N.C.;35010;SAN GIORGIO DELLE PERTICHE;10-49;;LAVORAZIONE DI ASSEMBLAGGIO PER CONTO TERZI DI PRODOTTI E SEMILAVORATI INDUSTRIALI E CONSEGUENTI LAVORI DI CARPENTERIA MECCANICA, ESECUZIONE DI LAVORI DI MANUTENZIONE E RIPARAZIONE DI MACCHINARI ED IMPIANTI INDUSTRIALI (DA 01.10.2002), CONFEZIONAMENTO DI PRODOTTI IN GENERE (DAL 1.10.1993);25.62;Industrie meccaniche, metallurgiche ed elettroniche;VIA ROMA, 22, 35010 SAN GIORGIO DELLE PERTICHE PD;http://www.mbbraghetto.it/;certificazione, saldatura, padova, mb, roma, pertiche, giorgio, robotizzata, assemblaggio, mig, precisione, piegatura, lamiera, industriale, tig, puntatura, stampaggio, giorgio pertiche, pertiche padova, saldatura mig, assemblaggio industriale, roma giorgio;;it;;;;;;
04574030286;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;07/06/2011;M.A. IMBOTTITI SRL;35010;SAN GIORGIO DELLE PERTICHE;0-2;;PRODUZIONE DI POLTRONE E DIVANI;31.09.3;Industrie del legno, dell'arredo e della carta;VIA PIAVE, 1/B, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
03431260276;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;04/12/2020;MAIN TECH SRL;35010;SAN GIORGIO DELLE PERTICHE;10-49;;PROGETTAZIONE E REALIZZAZIONE DI MACCHINE ED IMPIANTI PER IL SETTORE INDUSTRIALE, CON PREVALENZA SPECIFICA PER LE INDUSTRIE DEL SETTORE DELLE MATERIE PLASTICHE;28.96;Industrie meccaniche, metallurgiche ed elettroniche;VIA FORNACE SECONDA STRADA, 16, 35010 SAN GIORGIO DELLE PERTICHE PD;https://www.maintechsrl.com/;prodotti, tech, network, speciali, deumidificazione, trasporto, sistema, rompisacchi, misura, evidenza, lince, alimentazione, depolverizzazione, stoccaggio, miscelazione, dosaggio, essiccazione, nastro, granulazione, termoregolazione, cristallizzazione, fiere, candidatura, aperte, posizioni, trasporto nastro, rompisacchi lince, speciali misura, essiccazione deumidificazione, prodotti evidenza;True;it, en, es;https://www.facebook.com/maintechengineering/?modal=admin_todo_tour;;https://www.linkedin.com/company/maintech-s-r-l/;https://www.youtube.com/channel/UCaNoWSvZgHxyes-HIOwbgCw;;https://www.instagram.com/maintech_srl/?hl=it
02003940281;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;05/12/1985;MAREL S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;10-49;049/9630180;MONTAGGIO QUADRI ELETTRICI, CABLAGGI, MATERIALE ELETTRICO ED ELETTRONICO IN GENERE;27.12;Industrie meccaniche, metallurgiche ed elettroniche;VIA FORNACE SECONDA STRADA, 24, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
01657790281;SEDE;IMPRESA INDIVIDUALE;;06/10/1982;MASSAROTTO IVANO;35010;SAN GIORGIO DELLE PERTICHE;0-2;049/9344020;ATTIVITA': FALEGNAMERIA (DAL 9.9.1982);16.23;Industrie del legno, dell'arredo e della carta;VIA RIMEMBRANZA, 8, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
01145830285;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;21/08/1984;MECOME S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;10-49;;PRODUZIONE DI MACCHINE UTENSILI PER SALDATURA;28.4;Industrie meccaniche, metallurgiche ed elettroniche;VIA FORNACE SECONDA STRADA, 22, 35010 SAN GIORGIO DELLE PERTICHE PD;https://www.mecome.it/index.php/it/;posizionatori, mecome, saldatura, progettazione, prodotti, br, pl, trk, pr, trp, automazioni, isole, mab, robotizzate, banchi, impianti, torcia, bloccaggio, rulli, porta, braccio, leggeri, manipolatori, bandiera, strada, isole robotizzate, porta torcia, posizionatori rulli, posizionatori leggeri, strada arsego;;it, en;;;;;;
01417420286;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;02/04/2002;MEDITERRANEA S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;0-2;;PRODUZIONE DI MATERIE PRIME, SEMILAVORATI E PRODOTTI FINITI RELATIVI AD ARTICOLI PER L'UFFICIO, CANCELLERIA, ARTICOLI IN CARTA, CARTONE, PLASTICA. ACCOPPIATI E CON L'AGGIUNTA DI ACCESSORI METALLICI (DAL 02.04.2002);32.99.9;Altre industrie manifatturiere;VIA PONTECANALE, 12, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
03054020247;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA CON UNICO SOCIO;;29/03/2004;MELLA S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;50-249;;INDUSTRIA DEL TABACCO: LAVORAZIONE, TRASFORMAZIONE ED ESSICCAZIONE DEL TABACCO ESCLUSA LA REALIZZAZIONE DI PRODOTTI FINITI DESTINATI AL CONSUMO (DAL 01/05/2015).;12;Industrie alimentari, delle bevande e del tabacco;VIA SIGNORIA, 2, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
